,Frame ID,Hand 1 Landmarks,Hand 2 Landmarks
0,0,"[x: 0.5625985264778137
y: 0.9652739763259888
z: -7.383709430541785e-07
, x: 0.5203980803489685
y: 0.9732917547225952
z: -0.0020912284962832928
, x: 0.4870084524154663
y: 0.955686092376709
z: -0.011305567808449268
, x: 0.4552534222602844
y: 0.9382511973381042
z: -0.025179123505949974
, x: 0.43630945682525635
y: 0.9137123823165894
z: -0.03684687986969948
, x: 0.521640419960022
y: 0.8136977553367615
z: 0.012690228410065174
, x: 0.45149967074394226
y: 0.8504735827445984
z: -0.013989457860589027
, x: 0.4588701128959656
y: 0.8970155119895935
z: -0.035838134586811066
, x: 0.48320117592811584
y: 0.9196928143501282
z: -0.04642505198717117
, x: 0.5137403607368469
y: 0.800861120223999
z: 0.002446547383442521
, x: 0.43044549226760864
y: 0.8345756530761719
z: -0.025592215359210968
, x: 0.4409434497356415
y: 0.8856284618377686
z: -0.03873289376497269
, x: 0.47055354714393616
y: 0.9020029306411743
z: -0.04134757071733475
, x: 0.5013006329536438
y: 0.7996017336845398
z: -0.011104417964816093
, x: 0.4231887459754944
y: 0.8272742629051208
z: -0.03229059278964996
, x: 0.43457743525505066
y: 0.8745066523551941
z: -0.03267834708094597
, x: 0.4634500741958618
y: 0.8844981789588928
z: -0.027405669912695885
, x: 0.48656782507896423
y: 0.8073864579200745
z: -0.026057692244648933
, x: 0.4303264319896698
y: 0.8253936171531677
z: -0.038995105773210526
, x: 0.4351566731929779
y: 0.8579567074775696
z: -0.03738284111022949
, x: 0.45803555846214294
y: 0.8671556115150452
z: -0.031116195023059845
]",
1,1,"[x: 0.5577136278152466
y: 0.9596320390701294
z: -5.466345669447037e-07
, x: 0.507989227771759
y: 0.9771237969398499
z: -0.00024234909506049007
, x: 0.4775869846343994
y: 0.9603056311607361
z: -0.005830111913383007
, x: 0.44946470856666565
y: 0.9406710863113403
z: -0.015720173716545105
, x: 0.4317311644554138
y: 0.9119465351104736
z: -0.022315312176942825
, x: 0.5133107900619507
y: 0.8259331583976746
z: 0.021844325587153435
, x: 0.45293015241622925
y: 0.8702988028526306
z: 0.0033622332848608494
, x: 0.4630846083164215
y: 0.9119212031364441
z: -0.01423550583422184
, x: 0.4837743639945984
y: 0.9208577275276184
z: -0.024782612919807434
, x: 0.5083726048469543
y: 0.8073322772979736
z: 0.01112216804176569
, x: 0.4313132166862488
y: 0.8492322564125061
z: -0.012163467705249786
, x: 0.44861844182014465
y: 0.8963654041290283
z: -0.023433707654476166
, x: 0.47709256410598755
y: 0.9072965383529663
z: -0.025132188573479652
, x: 0.4974769055843353
y: 0.7996068596839905
z: -0.0027465340681374073
, x: 0.41651493310928345
y: 0.8387448787689209
z: -0.02026592753827572
, x: 0.4365531802177429
y: 0.8858813643455505
z: -0.018725266680121422
, x: 0.4657441973686218
y: 0.8918224573135376
z: -0.013011079281568527
, x: 0.4829616844654083
y: 0.8022474050521851
z: -0.01840796135365963
, x: 0.42357444763183594
y: 0.8406314849853516
z: -0.03194242715835571
, x: 0.4357537031173706
y: 0.8721670508384705
z: -0.032194171100854874
, x: 0.45971718430519104
y: 0.8742393255233765
z: -0.027506189420819283
]",
2,2,"[x: 0.5481951236724854
y: 0.9616941213607788
z: -5.943547876086086e-07
, x: 0.5026354193687439
y: 0.9788307547569275
z: 0.002484351396560669
, x: 0.4730647802352905
y: 0.961266815662384
z: -0.001508417073637247
, x: 0.4460444748401642
y: 0.9408876299858093
z: -0.010323913767933846
, x: 0.42948365211486816
y: 0.9107429385185242
z: -0.0158969946205616
, x: 0.5155957937240601
y: 0.8298920392990112
z: 0.024240562692284584
, x: 0.45385491847991943
y: 0.8709564208984375
z: 0.004037334583699703
, x: 0.4629833996295929
y: 0.913037121295929
z: -0.014118953607976437
, x: 0.4827606976032257
y: 0.9248963594436646
z: -0.024551743641495705
, x: 0.509986162185669
y: 0.8123209476470947
z: 0.012478126212954521
, x: 0.4305110573768616
y: 0.8538765907287598
z: -0.012879655696451664
, x: 0.4483923614025116
y: 0.9022961258888245
z: -0.025130530819296837
, x: 0.4768538773059845
y: 0.9116990566253662
z: -0.02704904042184353
, x: 0.4973861575126648
y: 0.8028447031974792
z: -0.0024792500771582127
, x: 0.4151478111743927
y: 0.8415452241897583
z: -0.021566832438111305
, x: 0.4364220201969147
y: 0.8903675079345703
z: -0.019903600215911865
, x: 0.46581488847732544
y: 0.8930891156196594
z: -0.013675732538104057
, x: 0.48109328746795654
y: 0.8023260235786438
z: -0.018860744312405586
, x: 0.4201546311378479
y: 0.840808093547821
z: -0.0330267995595932
, x: 0.4338141679763794
y: 0.874638557434082
z: -0.03281877562403679
, x: 0.45881226658821106
y: 0.8744082450866699
z: -0.027570078149437904
]",
3,3,"[x: 0.5491023659706116
y: 0.9534668922424316
z: -5.317212981026387e-07
, x: 0.502265453338623
y: 0.9738679528236389
z: 0.0008833801839500666
, x: 0.4726680517196655
y: 0.9581664800643921
z: -0.003302847733721137
, x: 0.44583532214164734
y: 0.9380311965942383
z: -0.011874601244926453
, x: 0.4300340414047241
y: 0.9086992144584656
z: -0.016888616606593132
, x: 0.5088265538215637
y: 0.8258408308029175
z: 0.026461252942681313
, x: 0.44963833689689636
y: 0.868146538734436
z: 0.008839718997478485
, x: 0.45940566062927246
y: 0.9076971411705017
z: -0.007310347631573677
, x: 0.4778270423412323
y: 0.9150049090385437
z: -0.016962768509984016
, x: 0.505189836025238
y: 0.8080983757972717
z: 0.015521845780313015
, x: 0.4261326789855957
y: 0.8470693230628967
z: -0.007462275214493275
, x: 0.44537001848220825
y: 0.8941599130630493
z: -0.018014084547758102
, x: 0.47283270955085754
y: 0.9015247225761414
z: -0.019108343869447708
, x: 0.49510741233825684
y: 0.7994420528411865
z: 0.0009088265360333025
, x: 0.41526225209236145
y: 0.8362215757369995
z: -0.01811082288622856
, x: 0.4376952350139618
y: 0.8833648562431335
z: -0.01724085956811905
, x: 0.4661950469017029
y: 0.884890615940094
z: -0.011568736284971237
, x: 0.4816019833087921
y: 0.7992809414863586
z: -0.015156460925936699
, x: 0.42229029536247253
y: 0.8366243839263916
z: -0.029401205480098724
, x: 0.4363176226615906
y: 0.8697564005851746
z: -0.030286239460110664
, x: 0.46030545234680176
y: 0.8696407675743103
z: -0.02608521841466427
]",
4,4,"[x: 0.5615615248680115
y: 0.9622957706451416
z: -7.585467756143771e-07
, x: 0.514208197593689
y: 0.9737391471862793
z: -0.0016985085094347596
, x: 0.48114824295043945
y: 0.9572778940200806
z: -0.011134296655654907
, x: 0.4495833218097687
y: 0.9364940524101257
z: -0.02510589174926281
, x: 0.43199580907821655
y: 0.9076372981071472
z: -0.036758869886398315
, x: 0.5195349454879761
y: 0.811262845993042
z: 0.01456759124994278
, x: 0.4476298391819
y: 0.847805917263031
z: -0.010010904632508755
, x: 0.4546836018562317
y: 0.8958864808082581
z: -0.03000771999359131
, x: 0.478074848651886
y: 0.9184715151786804
z: -0.03990841656923294
, x: 0.5148847103118896
y: 0.7957782745361328
z: 0.004334458615630865
, x: 0.4264400005340576
y: 0.8354998230934143
z: -0.023231394588947296
, x: 0.43992340564727783
y: 0.8875513672828674
z: -0.03617241606116295
, x: 0.4704573154449463
y: 0.9041533470153809
z: -0.0387185700237751
, x: 0.5037333369255066
y: 0.7923307418823242
z: -0.009079414419829845
, x: 0.41967421770095825
y: 0.8306634426116943
z: -0.03034304641187191
, x: 0.43637439608573914
y: 0.8791892528533936
z: -0.03073476254940033
, x: 0.46685686707496643
y: 0.8880130648612976
z: -0.025639770552515984
, x: 0.4890684485435486
y: 0.7984147667884827
z: -0.023713601753115654
, x: 0.4278358221054077
y: 0.8286448121070862
z: -0.03712235018610954
, x: 0.437632292509079
y: 0.8633512854576111
z: -0.03594930097460747
, x: 0.4624466300010681
y: 0.8704342842102051
z: -0.030010171234607697
]","[x: 0.5511008501052856
y: 0.956886887550354
z: -6.153923095553182e-07
, x: 0.5027127861976624
y: 0.9746244549751282
z: 0.0043274955824017525
, x: 0.4737694561481476
y: 0.9547228813171387
z: 0.003164015244692564
, x: 0.4479331076145172
y: 0.9333662390708923
z: -0.0026004326064139605
, x: 0.4313868284225464
y: 0.9037736654281616
z: -0.004504942335188389
, x: 0.509027898311615
y: 0.8223239779472351
z: 0.027605589479207993
, x: 0.4444925785064697
y: 0.8605425953865051
z: 0.00809196475893259
, x: 0.4563903510570526
y: 0.904546856880188
z: -0.009397992864251137
, x: 0.47906947135925293
y: 0.915302038192749
z: -0.01906585320830345
, x: 0.5065909028053284
y: 0.8058255910873413
z: 0.016520507633686066
, x: 0.42552220821380615
y: 0.8463060855865479
z: -0.006438460201025009
, x: 0.4448380470275879
y: 0.8962195515632629
z: -0.017388131469488144
, x: 0.475115567445755
y: 0.9036840796470642
z: -0.018724661320447922
, x: 0.4981972277164459
y: 0.7976159453392029
z: 0.0022021059412509203
, x: 0.41669806838035583
y: 0.8367966413497925
z: -0.01502954587340355
, x: 0.4377708435058594
y: 0.886086642742157
z: -0.012476610019803047
, x: 0.46829596161842346
y: 0.8873454332351685
z: -0.00584409199655056
, x: 0.4861844480037689
y: 0.7978109121322632
z: -0.013449926860630512
, x: 0.4259859323501587
y: 0.8353027105331421
z: -0.025712991133332253
, x: 0.4388289749622345
y: 0.8690292239189148
z: -0.02496802806854248
, x: 0.4638270139694214
y: 0.868500292301178
z: -0.019474728032946587
]"
5,5,"[x: 0.5492227673530579
y: 0.9546506404876709
z: -5.851915148014086e-07
, x: 0.5023586750030518
y: 0.9736870527267456
z: 0.0018355213105678558
, x: 0.4745858609676361
y: 0.9571319222450256
z: -0.0013118262868374586
, x: 0.4489145278930664
y: 0.9355241656303406
z: -0.008994770236313343
, x: 0.4328688681125641
y: 0.9054180383682251
z: -0.013442376628518105
, x: 0.5120471119880676
y: 0.8326817750930786
z: 0.025664936751127243
, x: 0.45276305079460144
y: 0.8734102249145508
z: 0.006292293779551983
, x: 0.4621207118034363
y: 0.9136263132095337
z: -0.011430996470153332
, x: 0.4815230667591095
y: 0.9234140515327454
z: -0.02143329381942749
, x: 0.5085629224777222
y: 0.8137526512145996
z: 0.015041078440845013
, x: 0.43023771047592163
y: 0.8519311547279358
z: -0.008968723006546497
, x: 0.4488180875778198
y: 0.8989469408988953
z: -0.020888278260827065
, x: 0.47751864790916443
y: 0.9080004692077637
z: -0.022483941167593002
, x: 0.4993930459022522
y: 0.801961362361908
z: 0.0011072903871536255
, x: 0.4179256558418274
y: 0.8378101587295532
z: -0.01822063885629177
, x: 0.43898260593414307
y: 0.8855951428413391
z: -0.017473919317126274
, x: 0.46882614493370056
y: 0.8888484239578247
z: -0.011273179203271866
, x: 0.48682117462158203
y: 0.7980912327766418
z: -0.014143489301204681
, x: 0.4258524775505066
y: 0.8320841193199158
z: -0.027855178341269493
, x: 0.43769752979278564
y: 0.865369439125061
z: -0.027587400749325752
, x: 0.461713969707489
y: 0.867249608039856
z: -0.022114302963018417
]",
6,6,"[x: 0.5492857098579407
y: 0.9575362801551819
z: -5.92980825331324e-07
, x: 0.5014846920967102
y: 0.9739983081817627
z: 0.005530882626771927
, x: 0.47356367111206055
y: 0.9537125825881958
z: 0.004485661629587412
, x: 0.4483010172843933
y: 0.9329873323440552
z: -0.002028299495577812
, x: 0.43211689591407776
y: 0.9035654664039612
z: -0.005113163031637669
, x: 0.5104952454566956
y: 0.8262572884559631
z: 0.030013557523489
, x: 0.44914647936820984
y: 0.8638198375701904
z: 0.011242683976888657
, x: 0.4597238600254059
y: 0.906207799911499
z: -0.005671005696058273
, x: 0.4800550639629364
y: 0.9167276620864868
z: -0.015113064087927341
, x: 0.5076106190681458
y: 0.80948805809021
z: 0.017376871779561043
, x: 0.42909008264541626
y: 0.8476462364196777
z: -0.006006651092320681
, x: 0.44875308871269226
y: 0.8971879482269287
z: -0.01730594038963318
, x: 0.47821444272994995
y: 0.9050061702728271
z: -0.018521005287766457
, x: 0.49882256984710693
y: 0.8001012206077576
z: 0.0014341286150738597
, x: 0.4179862439632416
y: 0.8365625143051147
z: -0.017014237120747566
, x: 0.43924790620803833
y: 0.8856490850448608
z: -0.015397533774375916
, x: 0.4692615270614624
y: 0.8870746493339539
z: -0.00891973078250885
, x: 0.48603034019470215
y: 0.7982471585273743
z: -0.015682609751820564
, x: 0.4256953001022339
y: 0.8332517147064209
z: -0.028551075607538223
, x: 0.4373924136161804
y: 0.8669789433479309
z: -0.027969609946012497
, x: 0.46136462688446045
y: 0.8674662113189697
z: -0.022496605291962624
]",
7,7,"[x: 0.5513805747032166
y: 0.9537342190742493
z: -5.812880772282369e-07
, x: 0.5015361309051514
y: 0.9730216860771179
z: 0.008310725912451744
, x: 0.4723575711250305
y: 0.9545625448226929
z: 0.008526674471795559
, x: 0.4453487992286682
y: 0.9330023527145386
z: 0.0023970548063516617
, x: 0.4306016266345978
y: 0.9029478430747986
z: -0.0009239305509254336
, x: 0.5082511901855469
y: 0.8334628939628601
z: 0.03630775958299637
, x: 0.45245063304901123
y: 0.8695616126060486
z: 0.02241131290793419
, x: 0.4618583917617798
y: 0.9091002941131592
z: 0.008137236349284649
, x: 0.4809536635875702
y: 0.9194358587265015
z: -0.0003959371824748814
, x: 0.5076409578323364
y: 0.8143665194511414
z: 0.022158602252602577
, x: 0.43069958686828613
y: 0.8486711978912354
z: 0.0017854328034445643
, x: 0.4489837884902954
y: 0.8962293267250061
z: -0.008573736995458603
, x: 0.4785390794277191
y: 0.9058853983879089
z: -0.009245829656720161
, x: 0.5008016228675842
y: 0.8030092120170593
z: 0.004806513898074627
, x: 0.4195961058139801
y: 0.8366789817810059
z: -0.012649022042751312
, x: 0.4406494200229645
y: 0.8839782476425171
z: -0.012518679723143578
, x: 0.4716283082962036
y: 0.8863202929496765
z: -0.00695793516933918
, x: 0.4893209934234619
y: 0.7988669872283936
z: -0.013286503031849861
, x: 0.42586836218833923
y: 0.8314364552497864
z: -0.026072071865200996
, x: 0.4375183582305908
y: 0.8651135563850403
z: -0.026077918708324432
, x: 0.46258220076560974
y: 0.8675546050071716
z: -0.02125086821615696
]",
8,8,"[x: 0.5511428713798523
y: 0.9534569978713989
z: -5.67516224236897e-07
, x: 0.5002954006195068
y: 0.9749460816383362
z: 0.0079952422529459
, x: 0.4726085662841797
y: 0.9571076035499573
z: 0.007522152736783028
, x: 0.44662198424339294
y: 0.9352778792381287
z: 0.0010213381610810757
, x: 0.43097516894340515
y: 0.9041410088539124
z: -0.002545660827308893
, x: 0.5049415826797485
y: 0.8357635736465454
z: 0.03475573658943176
, x: 0.44915643334388733
y: 0.8721255660057068
z: 0.020865662023425102
, x: 0.46094581484794617
y: 0.9099063277244568
z: 0.0067800069227814674
, x: 0.4805234968662262
y: 0.9162797331809998
z: -0.0020044497214257717
, x: 0.5050623416900635
y: 0.8149380683898926
z: 0.02089405618607998
, x: 0.42553192377090454
y: 0.8504347801208496
z: 0.0006133014103397727
, x: 0.4454440772533417
y: 0.8960690498352051
z: -0.009163748472929
, x: 0.4761180281639099
y: 0.9021647572517395
z: -0.00992620550096035
, x: 0.49885261058807373
y: 0.802590012550354
z: 0.0039019796531647444
, x: 0.41689926385879517
y: 0.8363584280014038
z: -0.012398657388985157
, x: 0.43828022480010986
y: 0.8825689554214478
z: -0.010887696407735348
, x: 0.46884775161743164
y: 0.8821842074394226
z: -0.005156391765922308
, x: 0.4879606366157532
y: 0.7977263927459717
z: -0.01394666638225317
, x: 0.42632967233657837
y: 0.8327478766441345
z: -0.025397997349500656
, x: 0.43901729583740234
y: 0.8661040663719177
z: -0.024748878553509712
, x: 0.46390819549560547
y: 0.8658590316772461
z: -0.020042354241013527
]",
9,9,"[x: 0.5467523336410522
y: 0.9573603868484497
z: -6.278394835135259e-07
, x: 0.49867814779281616
y: 0.9739786982536316
z: 0.008426342159509659
, x: 0.4719705283641815
y: 0.9558355212211609
z: 0.00802493467926979
, x: 0.44628196954727173
y: 0.9353457689285278
z: 0.0016530598513782024
, x: 0.4297232925891876
y: 0.9044054746627808
z: -0.0021475853864103556
, x: 0.507371723651886
y: 0.8331313729286194
z: 0.0322938933968544
, x: 0.4494265615940094
y: 0.8740336894989014
z: 0.015939584001898766
, x: 0.4608556628227234
y: 0.913078248500824
z: -0.00038692899397574365
, x: 0.481014609336853
y: 0.9226124286651611
z: -0.01008567027747631
, x: 0.505879282951355
y: 0.813317060470581
z: 0.01821734756231308
, x: 0.42648380994796753
y: 0.8551825284957886
z: -0.002974519971758127
, x: 0.4466027319431305
y: 0.9007741808891296
z: -0.014609652571380138
, x: 0.47662436962127686
y: 0.908295214176178
z: -0.01690184697508812
, x: 0.49874305725097656
y: 0.8011136054992676
z: 0.0013459064066410065
, x: 0.41667625308036804
y: 0.8398343324661255
z: -0.015674235299229622
, x: 0.4379846751689911
y: 0.8863190412521362
z: -0.015206266194581985
, x: 0.46810317039489746
y: 0.8874260783195496
z: -0.010127936489880085
, x: 0.48709836602211
y: 0.7963974475860596
z: -0.016285408288240433
, x: 0.42491471767425537
y: 0.8321583271026611
z: -0.028846142813563347
, x: 0.4369918406009674
y: 0.8653519749641418
z: -0.028394047170877457
, x: 0.461049884557724
y: 0.8662177324295044
z: -0.02341977320611477
]",
