,Frame ID,Hand 1 Landmarks,Hand 2 Landmarks
0,0,"[x: 0.23378399014472961
y: 0.6229645013809204
z: 5.935244757893088e-07
, x: 0.26971137523651123
y: 0.6160534620285034
z: -0.02957506664097309
, x: 0.2982999086380005
y: 0.5747668147087097
z: -0.0459328293800354
, x: 0.29427826404571533
y: 0.5402752161026001
z: -0.061314888298511505
, x: 0.267329603433609
y: 0.5159600973129272
z: -0.07746709883213043
, x: 0.2663699984550476
y: 0.45097532868385315
z: -0.02908499538898468
, x: 0.26017817854881287
y: 0.3753545582294464
z: -0.0518045537173748
, x: 0.25454920530319214
y: 0.3249815106391907
z: -0.0686015635728836
, x: 0.24986571073532104
y: 0.27973291277885437
z: -0.07951538264751434
, x: 0.229288250207901
y: 0.45253923535346985
z: -0.03182482346892357
, x: 0.22261612117290497
y: 0.3703920245170593
z: -0.054940711706876755
, x: 0.21961282193660736
y: 0.31822559237480164
z: -0.072496697306633
, x: 0.21880516409873962
y: 0.2791973948478699
z: -0.08280033618211746
, x: 0.19627584517002106
y: 0.47515636682510376
z: -0.03707118704915047
, x: 0.19188405573368073
y: 0.4115082621574402
z: -0.07381448894739151
, x: 0.21264322102069855
y: 0.45448946952819824
z: -0.08217859268188477
, x: 0.2306286096572876
y: 0.4970298111438751
z: -0.07846012711524963
, x: 0.16686084866523743
y: 0.5188510417938232
z: -0.04388708248734474
, x: 0.1622822880744934
y: 0.479759156703949
z: -0.07837941497564316
, x: 0.18467767536640167
y: 0.513904869556427
z: -0.08094947040081024
, x: 0.20378927886486053
y: 0.5515872836112976
z: -0.07491860538721085
]",
1,1,"[x: 0.22392594814300537
y: 0.6364677548408508
z: 7.615572030772455e-07
, x: 0.2680894732475281
y: 0.6290310025215149
z: -0.03423098102211952
, x: 0.2999729514122009
y: 0.5777699947357178
z: -0.05322477966547012
, x: 0.2956506907939911
y: 0.5346624851226807
z: -0.07174509018659592
, x: 0.25884321331977844
y: 0.5074853897094727
z: -0.09000953286886215
, x: 0.2630029320716858
y: 0.43561527132987976
z: -0.03289685398340225
, x: 0.2554554045200348
y: 0.3445807099342346
z: -0.06132765859365463
, x: 0.24670593440532684
y: 0.2841957211494446
z: -0.07953255623579025
, x: 0.23797723650932312
y: 0.23188506066799164
z: -0.09014780819416046
, x: 0.22504782676696777
y: 0.4388235807418823
z: -0.037780825048685074
, x: 0.21806028485298157
y: 0.33410435914993286
z: -0.0703897774219513
, x: 0.21557940542697906
y: 0.2652808725833893
z: -0.09141553193330765
, x: 0.21444939076900482
y: 0.2069704830646515
z: -0.10161853581666946
, x: 0.18975545465946198
y: 0.4663095772266388
z: -0.04577980190515518
, x: 0.18746665120124817
y: 0.3949533700942993
z: -0.09542395174503326
, x: 0.21313104033470154
y: 0.4542444050312042
z: -0.10213728249073029
, x: 0.23169362545013428
y: 0.5056398510932922
z: -0.09200666099786758
, x: 0.1584644317626953
y: 0.5157612562179565
z: -0.05563833564519882
, x: 0.1603327989578247
y: 0.4709595739841461
z: -0.0981479287147522
, x: 0.18940481543540955
y: 0.5098409652709961
z: -0.09880942106246948
, x: 0.20982365310192108
y: 0.5500556826591492
z: -0.08831457048654556
]",
2,2,"[x: 0.21798382699489594
y: 0.652164101600647
z: 7.188686481640616e-07
, x: 0.26402533054351807
y: 0.6308295726776123
z: -0.03035571612417698
, x: 0.2956189811229706
y: 0.5753824710845947
z: -0.049624163657426834
, x: 0.28818604350090027
y: 0.5323340892791748
z: -0.07013314962387085
, x: 0.25121837854385376
y: 0.5031625628471375
z: -0.08976683765649796
, x: 0.2585609555244446
y: 0.42375797033309937
z: -0.026427237316966057
, x: 0.2505914270877838
y: 0.3302403688430786
z: -0.054246194660663605
, x: 0.2410220503807068
y: 0.27013468742370605
z: -0.0728849396109581
, x: 0.2295786440372467
y: 0.2164803296327591
z: -0.08408055454492569
, x: 0.22139856219291687
y: 0.427619069814682
z: -0.03478433936834335
, x: 0.219744473695755
y: 0.3155353367328644
z: -0.06547889858484268
, x: 0.21618050336837769
y: 0.24149826169013977
z: -0.08501596003770828
, x: 0.21009120345115662
y: 0.17714568972587585
z: -0.09429257363080978
, x: 0.18647965788841248
y: 0.4576035439968109
z: -0.04651307314634323
, x: 0.1811453104019165
y: 0.38524991273880005
z: -0.0942591056227684
, x: 0.20608384907245636
y: 0.45181038975715637
z: -0.09799793362617493
, x: 0.2231549322605133
y: 0.5079752206802368
z: -0.0858841985464096
, x: 0.15486735105514526
y: 0.5104257464408875
z: -0.060317300260066986
, x: 0.15700224041938782
y: 0.46494051814079285
z: -0.09900093078613281
, x: 0.18544432520866394
y: 0.5067852139472961
z: -0.09576539695262909
, x: 0.205857515335083
y: 0.5484104752540588
z: -0.08298113942146301
]",
3,3,"[x: 0.2118055522441864
y: 0.6609350442886353
z: 6.56485781291849e-07
, x: 0.2616262435913086
y: 0.6305081844329834
z: -0.029821544885635376
, x: 0.29503965377807617
y: 0.5757477879524231
z: -0.05072319880127907
, x: 0.28987646102905273
y: 0.5324063301086426
z: -0.07345248013734818
, x: 0.2561205327510834
y: 0.501896858215332
z: -0.09528376162052155
, x: 0.2550731301307678
y: 0.4218410849571228
z: -0.03078952059149742
, x: 0.2445177137851715
y: 0.32314035296440125
z: -0.06117789074778557
, x: 0.23258011043071747
y: 0.25923705101013184
z: -0.08152617514133453
, x: 0.21887049078941345
y: 0.20150496065616608
z: -0.09441708028316498
, x: 0.2176479548215866
y: 0.42706966400146484
z: -0.04083604738116264
, x: 0.21866899728775024
y: 0.3124259114265442
z: -0.07443107664585114
, x: 0.21620683372020721
y: 0.23829950392246246
z: -0.09559828788042068
, x: 0.21037280559539795
y: 0.17541030049324036
z: -0.10660744458436966
, x: 0.18211869895458221
y: 0.45800670981407166
z: -0.05414354428648949
, x: 0.18319253623485565
y: 0.38700249791145325
z: -0.10329548269510269
, x: 0.21375338733196259
y: 0.45109808444976807
z: -0.10870484262704849
, x: 0.23493926227092743
y: 0.5066400766372681
z: -0.09855644404888153
, x: 0.1498751938343048
y: 0.5102205872535706
z: -0.06955034285783768
, x: 0.15638446807861328
y: 0.4650428295135498
z: -0.10865889489650726
, x: 0.1873166263103485
y: 0.5041605234146118
z: -0.10669509321451187
, x: 0.21019893884658813
y: 0.5457852482795715
z: -0.0956229567527771
]",
4,4,"[x: 0.20969735085964203
y: 0.6634047031402588
z: 6.286845746217296e-07
, x: 0.26073595881462097
y: 0.6293190717697144
z: -0.02872776985168457
, x: 0.2946302890777588
y: 0.5732703804969788
z: -0.049134768545627594
, x: 0.29030460119247437
y: 0.5297248959541321
z: -0.07172805815935135
, x: 0.257294625043869
y: 0.5018714666366577
z: -0.093258798122406
, x: 0.2532743513584137
y: 0.42222923040390015
z: -0.02910805493593216
, x: 0.24401429295539856
y: 0.32263481616973877
z: -0.0589400976896286
, x: 0.2343231737613678
y: 0.2597582936286926
z: -0.07860106974840164
, x: 0.22246168553829193
y: 0.20247389376163483
z: -0.0912921354174614
, x: 0.2170466035604477
y: 0.4268065094947815
z: -0.039413850754499435
, x: 0.21761704981327057
y: 0.31266146898269653
z: -0.07308652251958847
, x: 0.21647503972053528
y: 0.23878303170204163
z: -0.09399227052927017
, x: 0.21120287477970123
y: 0.1749715805053711
z: -0.10515722632408142
, x: 0.18209952116012573
y: 0.4576880633831024
z: -0.053040988743305206
, x: 0.18426406383514404
y: 0.3843761682510376
z: -0.10195524245500565
, x: 0.21633590757846832
y: 0.45044374465942383
z: -0.10691504180431366
, x: 0.237860769033432
y: 0.5060786008834839
z: -0.09674429893493652
, x: 0.1503322720527649
y: 0.5097286105155945
z: -0.06877860426902771
, x: 0.15885810554027557
y: 0.4656609892845154
z: -0.1078750342130661
, x: 0.18993523716926575
y: 0.5035111904144287
z: -0.10681253671646118
, x: 0.2122708410024643
y: 0.5431807041168213
z: -0.0968044325709343
]",
5,5,"[x: 0.20985861122608185
y: 0.6626319885253906
z: 6.400128427230811e-07
, x: 0.26159507036209106
y: 0.6290950775146484
z: -0.031399767845869064
, x: 0.29725727438926697
y: 0.5727002620697021
z: -0.052413374185562134
, x: 0.2896825671195984
y: 0.5274285078048706
z: -0.07514958828687668
, x: 0.2535350024700165
y: 0.49800440669059753
z: -0.09672561287879944
, x: 0.252168744802475
y: 0.42049282789230347
z: -0.0284341499209404
, x: 0.24072515964508057
y: 0.3211759328842163
z: -0.057970259338617325
, x: 0.22960008680820465
y: 0.2589532136917114
z: -0.07759818434715271
, x: 0.21716532111167908
y: 0.20208963751792908
z: -0.09017838537693024
, x: 0.2153274118900299
y: 0.42623257637023926
z: -0.03710980340838432
, x: 0.21488569676876068
y: 0.3111165761947632
z: -0.07101473212242126
, x: 0.21236614882946014
y: 0.23673391342163086
z: -0.09216919541358948
, x: 0.2070242017507553
y: 0.17310228943824768
z: -0.10307341068983078
, x: 0.180945485830307
y: 0.4571467936038971
z: -0.049468930810689926
, x: 0.17992368340492249
y: 0.3834531903266907
z: -0.10004933178424835
, x: 0.20999138057231903
y: 0.4494984447956085
z: -0.1065870076417923
, x: 0.23202934861183167
y: 0.506212055683136
z: -0.09670919924974442
, x: 0.14888954162597656
y: 0.5084743499755859
z: -0.06396982073783875
, x: 0.15469896793365479
y: 0.46624884009361267
z: -0.10476896166801453
, x: 0.18530380725860596
y: 0.5058577060699463
z: -0.10486891865730286
, x: 0.2087811678647995
y: 0.5467934608459473
z: -0.09513683617115021
]",
6,6,"[x: 0.20926563441753387
y: 0.6627215147018433
z: 6.342076517285022e-07
, x: 0.26066774129867554
y: 0.6286892890930176
z: -0.031063906848430634
, x: 0.2962362766265869
y: 0.5727561116218567
z: -0.05232188105583191
, x: 0.2895243763923645
y: 0.5287140011787415
z: -0.07532791048288345
, x: 0.25377270579338074
y: 0.49962759017944336
z: -0.09724876284599304
, x: 0.2523157000541687
y: 0.4205743074417114
z: -0.02932206355035305
, x: 0.24079591035842896
y: 0.3219602108001709
z: -0.0592043399810791
, x: 0.22933591902256012
y: 0.25981444120407104
z: -0.07901005446910858
, x: 0.21650514006614685
y: 0.20284491777420044
z: -0.09171288460493088
, x: 0.21529309451580048
y: 0.42603835463523865
z: -0.03829603269696236
, x: 0.2149706482887268
y: 0.311038613319397
z: -0.07224512100219727
, x: 0.21228687465190887
y: 0.2368592768907547
z: -0.09326550364494324
, x: 0.2066456526517868
y: 0.17326253652572632
z: -0.10417728126049042
, x: 0.18063515424728394
y: 0.456862211227417
z: -0.050871871411800385
, x: 0.1799299120903015
y: 0.3835151791572571
z: -0.10125923156738281
, x: 0.21044683456420898
y: 0.4495239853858948
z: -0.10750142484903336
, x: 0.23269987106323242
y: 0.5060733556747437
z: -0.09760692715644836
, x: 0.14866279065608978
y: 0.5082669258117676
z: -0.06558508425951004
, x: 0.15460406243801117
y: 0.46598029136657715
z: -0.10620812326669693
, x: 0.1852719783782959
y: 0.505584180355072
z: -0.10600437223911285
, x: 0.20877236127853394
y: 0.5465454459190369
z: -0.09616483747959137
]",
7,7,"[x: 0.21067838370800018
y: 0.6653721332550049
z: 6.285191602728446e-07
, x: 0.2619031071662903
y: 0.627578854560852
z: -0.029371218755841255
, x: 0.295839786529541
y: 0.5695014595985413
z: -0.049693118780851364
, x: 0.2875399887561798
y: 0.5240272879600525
z: -0.07220491021871567
, x: 0.250607967376709
y: 0.49968990683555603
z: -0.09371631592512131
, x: 0.25250428915023804
y: 0.42090094089508057
z: -0.027210475876927376
, x: 0.24141880869865417
y: 0.3214837312698364
z: -0.05689239874482155
, x: 0.2307814359664917
y: 0.25810539722442627
z: -0.07679499685764313
, x: 0.2190343290567398
y: 0.2008965015411377
z: -0.08933523297309875
, x: 0.21496465802192688
y: 0.4276311993598938
z: -0.036798469722270966
, x: 0.21252085268497467
y: 0.3126440644264221
z: -0.07044605910778046
, x: 0.20912480354309082
y: 0.2377070188522339
z: -0.09104292094707489
, x: 0.20352599024772644
y: 0.17376047372817993
z: -0.10151076316833496
, x: 0.180419921875
y: 0.4594474136829376
z: -0.04994010925292969
, x: 0.17921996116638184
y: 0.3867729902267456
z: -0.09903145581483841
, x: 0.20901167392730713
y: 0.4514501094818115
z: -0.104812853038311
, x: 0.23095065355300903
y: 0.507102906703949
z: -0.09472289681434631
, x: 0.14840441942214966
y: 0.5117084980010986
z: -0.0651942789554596
, x: 0.15336650609970093
y: 0.46847957372665405
z: -0.10337476432323456
, x: 0.1838323473930359
y: 0.5046402215957642
z: -0.10228635370731354
, x: 0.20826172828674316
y: 0.5425735712051392
z: -0.09222164750099182
]",
8,8,"[x: 0.20742514729499817
y: 0.6666259169578552
z: 6.087851147640322e-07
, x: 0.2610427141189575
y: 0.628219485282898
z: -0.028829330578446388
, x: 0.2953168749809265
y: 0.5714577436447144
z: -0.04866712540388107
, x: 0.28819510340690613
y: 0.5270261168479919
z: -0.07055888324975967
, x: 0.2530023753643036
y: 0.49761220812797546
z: -0.0917482078075409
, x: 0.2525734305381775
y: 0.42083677649497986
z: -0.026913387700915337
, x: 0.2420770227909088
y: 0.32396548986434937
z: -0.056384798139333725
, x: 0.2306450456380844
y: 0.26215267181396484
z: -0.07626219838857651
, x: 0.2170514017343521
y: 0.20616771280765533
z: -0.08872856944799423
, x: 0.21494323015213013
y: 0.42675620317459106
z: -0.036818597465753555
, x: 0.21449173986911774
y: 0.3132321834564209
z: -0.06949259340763092
, x: 0.20990251004695892
y: 0.23904460668563843
z: -0.08954919129610062
, x: 0.20184162259101868
y: 0.17431294918060303
z: -0.09966446459293365
, x: 0.18004655838012695
y: 0.4590846300125122
z: -0.050289858132600784
, x: 0.17866727709770203
y: 0.3891880214214325
z: -0.09896324574947357
, x: 0.20844270288944244
y: 0.45357441902160645
z: -0.10484473407268524
, x: 0.23008984327316284
y: 0.5075783729553223
z: -0.09490667283535004
, x: 0.1479819118976593
y: 0.5132757425308228
z: -0.06578990817070007
, x: 0.15163131058216095
y: 0.47042912244796753
z: -0.10461413115262985
, x: 0.18243691325187683
y: 0.5071859359741211
z: -0.1034977063536644
, x: 0.2075956016778946
y: 0.5460323095321655
z: -0.09314907342195511
]",
9,9,"[x: 0.20818555355072021
y: 0.669448971748352
z: 5.712355459763785e-07
, x: 0.26288464665412903
y: 0.6327999830245972
z: -0.02562190406024456
, x: 0.2980165481567383
y: 0.5771145224571228
z: -0.044681962579488754
, x: 0.29323798418045044
y: 0.5321226716041565
z: -0.06640931218862534
, x: 0.2584981620311737
y: 0.5036591291427612
z: -0.0876268744468689
, x: 0.2571357190608978
y: 0.42601874470710754
z: -0.026843825355172157
, x: 0.24647942185401917
y: 0.3263111114501953
z: -0.05580195412039757
, x: 0.2360316514968872
y: 0.2641269564628601
z: -0.07517921179533005
, x: 0.22302402555942535
y: 0.2078363597393036
z: -0.08784740418195724
, x: 0.22096116840839386
y: 0.432117223739624
z: -0.038624249398708344
, x: 0.21951113641262054
y: 0.3156224489212036
z: -0.07075665891170502
, x: 0.2164335399866104
y: 0.2420949637889862
z: -0.0904589593410492
, x: 0.20945632457733154
y: 0.1780955195426941
z: -0.10131034255027771
, x: 0.18594536185264587
y: 0.46495798230171204
z: -0.05358942225575447
, x: 0.185014545917511
y: 0.38677293062210083
z: -0.10123970359563828
, x: 0.21645882725715637
y: 0.44973862171173096
z: -0.10602390766143799
, x: 0.23855085670948029
y: 0.504553496837616
z: -0.09641454368829727
, x: 0.15344971418380737
y: 0.5192273259162903
z: -0.07043460756540298
, x: 0.15858641266822815
y: 0.47187891602516174
z: -0.10888563841581345
, x: 0.189593106508255
y: 0.5070408582687378
z: -0.10792878270149231
, x: 0.2137368619441986
y: 0.5457326769828796
z: -0.09856192022562027
]",
