Time,w,x,y,z,ax,ay,az
2023-07-29T20:34:49.024284,0.6646389961242676,0.6688020825386047,0.26021677255630493,-0.2079567015171051,-1.029296875,0.119140625,0.10498046875
2023-07-29T20:34:49.024284,0.6684678792953491,0.6639727354049683,0.260708749294281,-0.2105274200439453,-1.029296875,0.119140625,0.10498046875
2023-07-29T20:34:49.031265,0.6684678792953491,0.6639727354049683,0.260708749294281,-0.2105274200439453,-1.06494140625,0.2041015625,0.13720703125
2023-07-29T20:34:49.031265,0.6755220293998718,0.6556825637817383,0.2600039839744568,-0.21482163667678833,-1.06494140625,0.2041015625,0.13720703125
2023-07-29T20:34:49.032285,0.6755220293998718,0.6556825637817383,0.2600039839744568,-0.21482163667678833,-0.94091796875,-0.04052734375,0.2041015625
2023-07-29T20:34:49.038655,0.6821548342704773,0.6476001739501953,0.2592569887638092,-0.21923638880252838,-0.94091796875,-0.04052734375,0.2041015625
2023-07-29T20:34:49.046310,0.6821548342704773,0.6476001739501953,0.2592569887638092,-0.21923638880252838,-0.75146484375,-0.35986328125,0.27783203125
2023-07-29T20:34:49.046310,0.6839360594749451,0.6446745991706848,0.25983116030693054,-0.22161643207073212,-0.75146484375,-0.35986328125,0.27783203125
2023-07-29T20:34:49.053667,0.6839360594749451,0.6446745991706848,0.25983116030693054,-0.22161643207073212,-0.73876953125,-0.3974609375,0.396484375
2023-07-29T20:34:49.068399,0.6779407262802124,0.6497195959091187,0.26297011971473694,-0.22160223126411438,-0.73876953125,-0.3974609375,0.396484375
2023-07-29T20:34:49.069396,0.6779407262802124,0.6497195959091187,0.26297011971473694,-0.22160223126411438,-0.89306640625,-0.2109375,0.28759765625
2023-07-29T20:34:49.076467,0.6681150197982788,0.6586325168609619,0.2667345702648163,-0.22063110768795013,-0.89306640625,-0.2109375,0.28759765625
2023-07-29T20:34:49.076467,0.6681150197982788,0.6586325168609619,0.2667345702648163,-0.22063110768795013,-0.98583984375,-0.01123046875,0.13525390625
2023-07-29T20:34:49.077465,0.6601585149765015,0.6652344465255737,0.2695423364639282,-0.22136135399341583,-0.98583984375,-0.01123046875,0.13525390625
2023-07-29T20:34:49.083963,0.6601585149765015,0.6652344465255737,0.2695423364639282,-0.22136135399341583,-1.02978515625,0.03564453125,0.17822265625
2023-07-29T20:34:49.083963,0.6566798090934753,0.6675988435745239,0.27048033475875854,-0.22343623638153076,-1.02978515625,0.03564453125,0.17822265625
2023-07-29T20:34:49.089947,0.6566798090934753,0.6675988435745239,0.27048033475875854,-0.22343623638153076,-0.9921875,-0.0029296875,0.2998046875
2023-07-29T20:34:49.091454,0.6547524929046631,0.6683772802352905,0.27092212438583374,-0.22621279954910278,-0.9921875,-0.0029296875,0.2998046875
2023-07-29T20:34:49.106163,0.6547524929046631,0.6683772802352905,0.27092212438583374,-0.22621279954910278,-0.978515625,-0.0224609375,0.4814453125
2023-07-29T20:34:49.107161,0.6486429572105408,0.6725478172302246,0.27313005924224854,-0.22878296673297882,-0.978515625,-0.0224609375,0.4814453125
2023-07-29T20:34:49.121137,0.6486429572105408,0.6725478172302246,0.27313005924224854,-0.22878296673297882,-0.9423828125,-0.07177734375,0.5556640625
2023-07-29T20:34:49.122144,0.6360192894935608,0.682215690612793,0.2778337001800537,-0.22993427515029907,-0.9423828125,-0.07177734375,0.5556640625
2023-07-29T20:34:49.128256,0.6360192894935608,0.682215690612793,0.2778337001800537,-0.22993427515029907,-0.90185546875,-0.10546875,0.39501953125
2023-07-29T20:34:49.129254,0.6208671927452087,0.6937298774719238,0.28356072306632996,-0.22990472614765167,-0.90185546875,-0.10546875,0.39501953125
2023-07-29T20:34:49.136263,0.6208671927452087,0.6937298774719238,0.28356072306632996,-0.22990472614765167,-0.94775390625,-0.06787109375,0.18994140625
2023-07-29T20:34:49.136263,0.6103708148002625,0.701053261756897,0.28786444664001465,-0.23044723272323608,-0.94775390625,-0.06787109375,0.18994140625
2023-07-29T20:34:49.143405,0.6103708148002625,0.701053261756897,0.28786444664001465,-0.23044723272323608,-1.01611328125,-0.01025390625,0.126953125
2023-07-29T20:34:49.143945,0.6063242554664612,0.7027095556259155,0.2903987169265747,-0.2328922301530838,-1.01611328125,-0.01025390625,0.126953125
2023-07-29T20:34:49.149936,0.6063242554664612,0.7027095556259155,0.2903987169265747,-0.2328922301530838,-0.97607421875,-0.0947265625,0.18310546875
2023-07-29T20:34:49.152015,0.6051769256591797,0.7020713686943054,0.2923744022846222,-0.23531655967235565,-0.97607421875,-0.0947265625,0.18310546875
2023-07-29T20:34:49.166303,0.6051769256591797,0.7020713686943054,0.2923744022846222,-0.23531655967235565,-0.96533203125,-0.107421875,0.134765625
2023-07-29T20:34:49.166303,0.6054012775421143,0.7001122236251831,0.29422664642333984,-0.2382494956254959,-0.96533203125,-0.107421875,0.134765625
2023-07-29T20:34:49.173301,0.6054012775421143,0.7001122236251831,0.29422664642333984,-0.2382494956254959,-0.9892578125,-0.06103515625,0.125
2023-07-29T20:34:49.174302,0.6064654588699341,0.6972440481185913,0.2960883378982544,-0.24162383377552032,-0.9892578125,-0.06103515625,0.125
2023-07-29T20:34:49.181282,0.6064654588699341,0.6972440481185913,0.2960883378982544,-0.24162383377552032,-1.013671875,-0.013671875,0.20703125
2023-07-29T20:34:49.181282,0.6071681976318359,0.6943399906158447,0.29807400703430176,-0.24574528634548187,-1.013671875,-0.013671875,0.20703125
2023-07-29T20:34:49.195581,0.6071681976318359,0.6943399906158447,0.29807400703430176,-0.24574528634548187,-0.9853515625,-0.0771484375,0.26171875
2023-07-29T20:34:49.196579,0.607837975025177,0.6914242506027222,0.2999599277973175,-0.24997901916503906,-0.9853515625,-0.0771484375,0.26171875
2023-07-29T20:34:49.203115,0.607837975025177,0.6914242506027222,0.2999599277973175,-0.24997901916503906,-0.896484375,-0.24755859375,0.322265625
2023-07-29T20:34:49.204112,0.6086256504058838,0.6886635422706604,0.30160772800445557,-0.25367337465286255,-0.896484375,-0.24755859375,0.322265625
2023-07-29T20:34:49.211094,0.6086256504058838,0.6886635422706604,0.30160772800445557,-0.25367337465286255,-0.86376953125,-0.32958984375,0.37841796875
2023-07-29T20:34:49.211094,0.6073122024536133,0.6879788637161255,0.303535521030426,-0.25636518001556396,-0.86376953125,-0.32958984375,0.37841796875
2023-07-29T20:34:49.226626,0.6073122024536133,0.6879788637161255,0.303535521030426,-0.25636518001556396,-0.833984375,-0.341796875,0.41064453125
2023-07-29T20:34:49.226626,0.6026988625526428,0.6905567646026611,0.3060551881790161,-0.2573240101337433,-0.833984375,-0.341796875,0.41064453125
2023-07-29T20:34:49.233203,0.6026988625526428,0.6905567646026611,0.3060551881790161,-0.2573240101337433,-0.89990234375,-0.22412109375,0.3583984375
2023-07-29T20:34:49.234202,0.5976589918136597,0.69383704662323,0.3084489107131958,-0.25739648938179016,-0.89990234375,-0.22412109375,0.3583984375
2023-07-29T20:34:49.241184,0.5976589918136597,0.69383704662323,0.3084489107131958,-0.25739648938179016,-1.0029296875,-0.06103515625,0.23828125
2023-07-29T20:34:49.241184,0.5941389203071594,0.6955145001411438,0.31063106656074524,-0.25839272141456604,-1.0029296875,-0.06103515625,0.23828125
2023-07-29T20:34:49.256383,0.5941389203071594,0.6955145001411438,0.31063106656074524,-0.25839272141456604,-0.99951171875,-0.0908203125,0.2109375
2023-07-29T20:34:49.256383,0.5899612903594971,0.6974932551383972,0.3129108250141144,-0.25987616181373596,-0.99951171875,-0.0908203125,0.2109375
2023-07-29T20:34:49.263523,0.5899612903594971,0.6974932551383972,0.3129108250141144,-0.25987616181373596,-0.9423828125,-0.20166015625,0.16943359375
2023-07-29T20:34:49.263523,0.583702564239502,0.7011376023292542,0.3155656158924103,-0.2609899044036865,-0.9423828125,-0.20166015625,0.16943359375
2023-07-29T20:34:49.271510,0.583702564239502,0.7011376023292542,0.3155656158924103,-0.2609899044036865,-0.947265625,-0.20751953125,0.04931640625
2023-07-29T20:34:49.272020,0.5765320658683777,0.7054022550582886,0.31809476017951965,-0.26236259937286377,-0.947265625,-0.20751953125,0.04931640625
2023-07-29T20:34:49.279018,0.5765320658683777,0.7054022550582886,0.31809476017951965,-0.26236259937286377,-0.96533203125,-0.19091796875,-0.041015625
2023-07-29T20:34:49.279018,0.5715361833572388,0.7079114317893982,0.31983843445777893,-0.26440703868865967,-0.96533203125,-0.19091796875,-0.041015625
2023-07-29T20:34:49.293229,0.5715361833572388,0.7079114317893982,0.31983843445777893,-0.26440703868865967,-0.8974609375,-0.318359375,-0.0439453125
2023-07-29T20:34:49.294227,0.5731742978096008,0.7056300640106201,0.31958886981010437,-0.26724568009376526,-0.8974609375,-0.318359375,-0.0439453125
2023-07-29T20:34:49.301210,0.5731742978096008,0.7056300640106201,0.31958886981010437,-0.26724568009376526,-0.857421875,-0.35009765625,0.19775390625
2023-07-29T20:34:49.301918,0.5764573216438293,0.7025067210197449,0.31860747933387756,-0.26957467198371887,-0.857421875,-0.35009765625,0.19775390625
2023-07-29T20:34:49.308487,0.5764573216438293,0.7025067210197449,0.31860747933387756,-0.26957467198371887,-0.94287109375,-0.18359375,0.38720703125
2023-07-29T20:34:49.308487,0.5757383108139038,0.7025291323661804,0.31848686933517456,-0.2711904048919678,-0.94287109375,-0.18359375,0.38720703125
2023-07-29T20:34:49.324068,0.5757383108139038,0.7025291323661804,0.31848686933517456,-0.2711904048919678,-0.99658203125,-0.07275390625,0.3271484375
2023-07-29T20:34:49.324068,0.5684334635734558,0.7074883580207825,0.31986141204833984,-0.2720886468887329,-0.99658203125,-0.07275390625,0.3271484375
2023-07-29T20:34:49.331049,0.5684334635734558,0.7074883580207825,0.31986141204833984,-0.2720886468887329,-0.994140625,-0.09375,0.1103515625
2023-07-29T20:34:49.331555,0.5572873950004578,0.7151488065719604,0.32199960947036743,-0.2725971043109894,-0.994140625,-0.09375,0.1103515625
2023-07-29T20:34:49.339051,0.5572873950004578,0.7151488065719604,0.32199960947036743,-0.2725971043109894,-0.94287109375,-0.244140625,-0.1201171875
2023-07-29T20:34:49.339051,0.5517279505729675,0.7186089158058167,0.32249587774276733,-0.2742152512073517,-0.94287109375,-0.244140625,-0.1201171875
2023-07-29T20:34:49.354052,0.5517279505729675,0.7186089158058167,0.32249587774276733,-0.2742152512073517,-0.91650390625,-0.30908203125,-0.08935546875
2023-07-29T20:34:49.355047,0.5535580515861511,0.7168565392494202,0.3209608793258667,-0.27690115571022034,-0.91650390625,-0.30908203125,-0.08935546875
2023-07-29T20:34:49.361030,0.5535580515861511,0.7168565392494202,0.3209608793258667,-0.27690115571022034,-0.90869140625,-0.28173828125,0.16064453125
2023-07-29T20:34:49.361030,0.5595589280128479,0.712230384349823,0.31839796900749207,-0.27972182631492615,-0.90869140625,-0.28173828125,0.16064453125
2023-07-29T20:34:49.368153,0.5595589280128479,0.712230384349823,0.31839796900749207,-0.27972182631492615,-1.00244140625,-0.07861328125,0.38818359375
2023-07-29T20:34:49.369152,0.5640347003936768,0.7085264921188354,0.316408634185791,-0.2823837995529175,-1.00244140625,-0.07861328125,0.38818359375
2023-07-29T20:34:49.383460,0.5640347003936768,0.7085264921188354,0.316408634185791,-0.2823837995529175,-1.03564453125,-0.005859375,0.44677734375
2023-07-29T20:34:49.384457,0.5766742825508118,0.691918671131134,0.35077041387557983,-0.2562328279018402,-1.03564453125,-0.005859375,0.44677734375
2023-07-29T20:34:49.390440,0.5766742825508118,0.691918671131134,0.35077041387557983,-0.2562328279018402,-1.005859375,-0.07177734375,0.3046875
2023-07-29T20:34:49.391437,0.5711327195167542,0.695315957069397,0.3515014946460724,-0.25843730568885803,-1.005859375,-0.07177734375,0.3046875
2023-07-29T20:34:49.398452,0.5711327195167542,0.695315957069397,0.3515014946460724,-0.25843730568885803,-0.91943359375,-0.23779296875,0.13037109375
2023-07-29T20:34:49.398452,0.563365638256073,0.700477123260498,0.35236090421676636,-0.26037049293518066,-0.91943359375,-0.23779296875,0.13037109375
2023-07-29T20:34:49.419950,0.563365638256073,0.700477123260498,0.35236090421676636,-0.26037049293518066,-0.8740234375,-0.37890625,0.0263671875
2023-07-29T20:34:49.421459,0.5581437349319458,0.7042797803878784,0.3520238697528839,-0.2618103325366974,-0.8740234375,-0.37890625,0.0263671875
2023-07-29T20:34:49.421970,0.5581437349319458,0.7042797803878784,0.3520238697528839,-0.2618103325366974,-0.9189453125,-0.31298828125,0.0302734375
2023-07-29T20:34:49.428701,0.5690187811851501,0.6882891654968262,0.38136932253837585,-0.23881617188453674,-0.9189453125,-0.31298828125,0.0302734375
2023-07-29T20:34:49.428701,0.5690187811851501,0.6882891654968262,0.38136932253837585,-0.23881617188453674,-1.005859375,-0.1162109375,0.2646484375
2023-07-29T20:34:49.429699,0.5702304840087891,0.6877001523971558,0.3792836666107178,-0.24093469977378845,-1.005859375,-0.1162109375,0.2646484375
2023-07-29T20:34:49.458367,0.5702304840087891,0.6877001523971558,0.3792836666107178,-0.24093469977378845,-1.0029296875,-0.04931640625,0.40380859375
2023-07-29T20:34:49.459362,0.5710500478744507,0.687271237373352,0.37769702076911926,-0.24270367622375488,-1.0029296875,-0.04931640625,0.40380859375
2023-07-29T20:34:49.459362,0.5710500478744507,0.687271237373352,0.37769702076911926,-0.24270367622375488,-1.01025390625,-0.02197265625,0.416015625
2023-07-29T20:34:49.466583,0.5705391764640808,0.6874999403953552,0.3770047724246979,-0.24432818591594696,-1.01025390625,-0.02197265625,0.416015625
2023-07-29T20:34:49.466583,0.5705391764640808,0.6874999403953552,0.3770047724246979,-0.24432818591594696,-1.02490234375,-0.0205078125,0.3330078125
2023-07-29T20:34:49.481076,0.5774295926094055,0.673419177532196,0.40364110469818115,-0.22395437955856323,-1.02490234375,-0.0205078125,0.3330078125
2023-07-29T20:34:49.488401,0.5774295926094055,0.673419177532196,0.40364110469818115,-0.22395437955856323,-0.982421875,-0.10205078125,0.232421875
