,Frame ID,Hand 1 Landmarks,Hand 2 Landmarks
0,0,"[x: 0.5839553475379944
y: 0.9908672571182251
z: -6.69031237521267e-07
, x: 0.5399152636528015
y: 0.9301184415817261
z: 0.0500369630753994
, x: 0.5337544083595276
y: 0.8832948803901672
z: 0.06878740340471268
, x: 0.5283029675483704
y: 0.848464846611023
z: 0.07074816524982452
, x: 0.522610068321228
y: 0.8131917119026184
z: 0.07081194967031479
, x: 0.5758340358734131
y: 0.8202630877494812
z: 0.07793186604976654
, x: 0.5503764152526855
y: 0.7597547769546509
z: 0.07642780989408493
, x: 0.5218653678894043
y: 0.776268482208252
z: 0.07113737612962723
, x: 0.5119408965110779
y: 0.8107096552848816
z: 0.06983831524848938
, x: 0.5834926962852478
y: 0.813500165939331
z: 0.04640624672174454
, x: 0.5295901298522949
y: 0.7629625797271729
z: 0.04346032068133354
, x: 0.5027686357498169
y: 0.8082401156425476
z: 0.03773830831050873
, x: 0.5052189230918884
y: 0.8548620343208313
z: 0.03730945661664009
, x: 0.5881125926971436
y: 0.8121097683906555
z: 0.014183377847075462
, x: 0.5224859118461609
y: 0.78114253282547
z: 0.009915437549352646
, x: 0.5097940564155579
y: 0.8352641463279724
z: 0.011377260088920593
, x: 0.5241168737411499
y: 0.8816861510276794
z: 0.015447654761373997
, x: 0.5878202319145203
y: 0.813801109790802
z: -0.015040472149848938
, x: 0.5293601155281067
y: 0.7980462312698364
z: -0.013053110800683498
, x: 0.5179919004440308
y: 0.8352946043014526
z: -0.005236439406871796
, x: 0.5299617052078247
y: 0.8696560859680176
z: 0.0018852935172617435
]",
1,1,"[x: 0.5849123001098633
y: 0.9908924102783203
z: -5.933232500865415e-07
, x: 0.5375992655754089
y: 0.9374486207962036
z: 0.031022192910313606
, x: 0.53081214427948
y: 0.8871700763702393
z: 0.04283624142408371
, x: 0.5258784294128418
y: 0.8499616980552673
z: 0.042188968509435654
, x: 0.5228272676467896
y: 0.8153680562973022
z: 0.04059988632798195
, x: 0.5712740421295166
y: 0.8234175443649292
z: 0.05670376494526863
, x: 0.550237238407135
y: 0.7656548619270325
z: 0.04880973696708679
, x: 0.5220649242401123
y: 0.7733370661735535
z: 0.0405469685792923
, x: 0.5098869204521179
y: 0.8005679249763489
z: 0.03740637004375458
, x: 0.5797820091247559
y: 0.8185818791389465
z: 0.03420699015259743
, x: 0.5301732420921326
y: 0.7739669680595398
z: 0.019816897809505463
, x: 0.5082168579101562
y: 0.8222624063491821
z: 0.01036657765507698
, x: 0.5125759243965149
y: 0.8704867362976074
z: 0.010347877629101276
, x: 0.586531937122345
y: 0.8168627619743347
z: 0.010114512406289577
, x: 0.5249657034873962
y: 0.7821004390716553
z: -0.004751687403768301
, x: 0.5133042335510254
y: 0.8372520804405212
z: -0.006040799897164106
, x: 0.5264032483100891
y: 0.8862475752830505
z: -0.0005413516773842275
, x: 0.5901328921318054
y: 0.816794753074646
z: -0.012244339101016521
, x: 0.5341360569000244
y: 0.795822262763977
z: -0.01944650150835514
, x: 0.522411048412323
y: 0.8305993676185608
z: -0.015899550169706345
, x: 0.5313392281532288
y: 0.8647677898406982
z: -0.009473169222474098
]",
2,2,"[x: 0.5859418511390686
y: 0.988598644733429
z: -6.05492004979169e-07
, x: 0.5398779511451721
y: 0.9332770705223083
z: 0.04144136980175972
, x: 0.5327120423316956
y: 0.8849647641181946
z: 0.05826682969927788
, x: 0.5264316201210022
y: 0.8485655188560486
z: 0.06099119409918785
, x: 0.5201370120048523
y: 0.8140982985496521
z: 0.062260836362838745
, x: 0.5758490562438965
y: 0.8213731646537781
z: 0.06867699325084686
, x: 0.5507204532623291
y: 0.7632871270179749
z: 0.06528665870428085
, x: 0.5198078155517578
y: 0.7700164318084717
z: 0.05898888781666756
, x: 0.5050219297409058
y: 0.7952536940574646
z: 0.05690690502524376
, x: 0.5842674970626831
y: 0.8169465065002441
z: 0.04241515323519707
, x: 0.5339218378067017
y: 0.7705756425857544
z: 0.03501025587320328
, x: 0.508207380771637
y: 0.8148590326309204
z: 0.027032554149627686
, x: 0.5092188715934753
y: 0.8599243760108948
z: 0.026377668604254723
, x: 0.5890218019485474
y: 0.8157368302345276
z: 0.01528182066977024
, x: 0.5266648530960083
y: 0.7862565517425537
z: 0.007701080292463303
, x: 0.5134861469268799
y: 0.8387346267700195
z: 0.0065047708339989185
, x: 0.5252683162689209
y: 0.8841481804847717
z: 0.009972072206437588
, x: 0.5891467928886414
y: 0.814953625202179
z: -0.009333922527730465
, x: 0.5317935943603516
y: 0.7968864440917969
z: -0.01022577378898859
, x: 0.5202173590660095
y: 0.8313087821006775
z: -0.005278472788631916
, x: 0.5295233726501465
y: 0.8629004955291748
z: 0.0006642434746026993
]",
3,3,"[x: 0.5835154056549072
y: 0.9878690838813782
z: -5.810263132843829e-07
, x: 0.5383893847465515
y: 0.9353278875350952
z: 0.03634096309542656
, x: 0.5307766199111938
y: 0.8868279457092285
z: 0.05088246241211891
, x: 0.5239095091819763
y: 0.8485016226768494
z: 0.05215597152709961
, x: 0.5187221765518188
y: 0.8124375343322754
z: 0.05212398245930672
, x: 0.5720677971839905
y: 0.8240047693252563
z: 0.06364341080188751
, x: 0.5502548813819885
y: 0.7659622430801392
z: 0.05864417180418968
, x: 0.5208812355995178
y: 0.7689439058303833
z: 0.05170494690537453
, x: 0.5066232681274414
y: 0.7909027338027954
z: 0.04921029508113861
, x: 0.5808706283569336
y: 0.8186947107315063
z: 0.0390903539955616
, x: 0.5318501591682434
y: 0.7720429301261902
z: 0.028165459632873535
, x: 0.507290244102478
y: 0.8144718408584595
z: 0.01919071190059185
, x: 0.5082278847694397
y: 0.8598218560218811
z: 0.018819419667124748
, x: 0.5870499014854431
y: 0.8162395358085632
z: 0.013317870907485485
, x: 0.5247388482093811
y: 0.7855316996574402
z: 0.0018096929416060448
, x: 0.5138529539108276
y: 0.8387539386749268
z: 0.00032188327168114483
, x: 0.5272010564804077
y: 0.8849493265151978
z: 0.004790812730789185
, x: 0.5894998908042908
y: 0.8151385188102722
z: -0.010317438282072544
, x: 0.5319833159446716
y: 0.7960273027420044
z: -0.014743666164577007
, x: 0.5210088491439819
y: 0.8308919668197632
z: -0.010624107904732227
, x: 0.5309627056121826
y: 0.8630836009979248
z: -0.004454071167856455
]",
4,4,"[x: 0.5822931528091431
y: 0.9861130118370056
z: -5.616374210148933e-07
, x: 0.5369255542755127
y: 0.9314002394676208
z: 0.030002137646079063
, x: 0.5302393436431885
y: 0.8820425271987915
z: 0.04168245196342468
, x: 0.524288535118103
y: 0.8433848023414612
z: 0.04127221554517746
, x: 0.5210893154144287
y: 0.8071232438087463
z: 0.03995814546942711
, x: 0.5714136958122253
y: 0.8235926032066345
z: 0.056492868810892105
, x: 0.5486915707588196
y: 0.7683210968971252
z: 0.04850994050502777
, x: 0.5193131566047668
y: 0.7745710611343384
z: 0.040077198296785355
, x: 0.5058305859565735
y: 0.7996006011962891
z: 0.037038762122392654
, x: 0.5802995562553406
y: 0.8182017803192139
z: 0.034756362438201904
, x: 0.5335160493850708
y: 0.7701880931854248
z: 0.021219877526164055
, x: 0.5084827542304993
y: 0.813485860824585
z: 0.011438981629908085
, x: 0.508405327796936
y: 0.8602654337882996
z: 0.011246692389249802
, x: 0.5869051814079285
y: 0.8156607151031494
z: 0.01144360937178135
, x: 0.5258227586746216
y: 0.7835665941238403
z: -0.002345714019611478
, x: 0.514236569404602
y: 0.8376967906951904
z: -0.004225277341902256
, x: 0.5267355442047119
y: 0.8854657411575317
z: 0.000851933378726244
, x: 0.5892437696456909
y: 0.8152098059654236
z: -0.010209347121417522
, x: 0.532097578048706
y: 0.7967382073402405
z: -0.016441069543361664
, x: 0.5217245817184448
y: 0.8312803506851196
z: -0.012837706133723259
, x: 0.5319763422012329
y: 0.8636508584022522
z: -0.006369160022586584
]",
5,5,"[x: 0.58191978931427
y: 0.9837154746055603
z: -5.67169081477914e-07
, x: 0.5376222133636475
y: 0.9354578852653503
z: 0.0282137393951416
, x: 0.5306130051612854
y: 0.8864209055900574
z: 0.03942469507455826
, x: 0.5241901874542236
y: 0.8494101762771606
z: 0.03921397775411606
, x: 0.5205265283584595
y: 0.8156033158302307
z: 0.03833833336830139
, x: 0.5724493265151978
y: 0.8209530115127563
z: 0.05092662572860718
, x: 0.5508912205696106
y: 0.7634122371673584
z: 0.042447708547115326
, x: 0.5217615962028503
y: 0.7727283239364624
z: 0.035237815231084824
, x: 0.5104356408119202
y: 0.8007725477218628
z: 0.03327089920639992
, x: 0.5814452171325684
y: 0.8161143660545349
z: 0.030123954638838768
, x: 0.5344744324684143
y: 0.7668457627296448
z: 0.017099201679229736
, x: 0.507676899433136
y: 0.8112390637397766
z: 0.009561986662447453
, x: 0.5084887146949768
y: 0.8579204082489014
z: 0.010765638202428818
, x: 0.5873967409133911
y: 0.8150753974914551
z: 0.0077785346657037735
, x: 0.5259304046630859
y: 0.7846292853355408
z: -0.005891838110983372
, x: 0.5135117769241333
y: 0.8390549421310425
z: -0.006711573805660009
, x: 0.5267477631568909
y: 0.8854573369026184
z: -0.0010059453779831529
, x: 0.5882865190505981
y: 0.8160185813903809
z: -0.012977543286979198
, x: 0.5313994884490967
y: 0.7965930104255676
z: -0.01895756833255291
, x: 0.520470917224884
y: 0.8301421403884888
z: -0.015010965056717396
, x: 0.5308957099914551
y: 0.8612490892410278
z: -0.008399435319006443
]",
6,6,"[x: 0.5819623470306396
y: 0.9849008917808533
z: -5.650045977745322e-07
, x: 0.5373679399490356
y: 0.9349347352981567
z: 0.03290783241391182
, x: 0.5305054187774658
y: 0.8859024047851562
z: 0.046810951083898544
, x: 0.5234817266464233
y: 0.8477350473403931
z: 0.04809478297829628
, x: 0.5179101228713989
y: 0.8116278648376465
z: 0.04823996499180794
, x: 0.5708636045455933
y: 0.8235752582550049
z: 0.060061607509851456
, x: 0.553490936756134
y: 0.7663624286651611
z: 0.05389779806137085
, x: 0.524573802947998
y: 0.765900194644928
z: 0.04649374634027481
, x: 0.5085691213607788
y: 0.7854318022727966
z: 0.043955180794000626
, x: 0.5793079137802124
y: 0.8190314173698425
z: 0.03695802390575409
, x: 0.53188157081604
y: 0.7731459736824036
z: 0.024092892184853554
, x: 0.5066661834716797
y: 0.8156368136405945
z: 0.014501912519335747
, x: 0.5067235827445984
y: 0.8622772097587585
z: 0.014443257823586464
, x: 0.5857212543487549
y: 0.8173960447311401
z: 0.012438926845788956
, x: 0.5246638059616089
y: 0.7856841087341309
z: -0.001958779525011778
, x: 0.5124154090881348
y: 0.839666485786438
z: -0.004161336924880743
, x: 0.5248974561691284
y: 0.8879952430725098
z: 0.0011713982094079256
, x: 0.5892220139503479
y: 0.8170302510261536
z: -0.010082433000206947
, x: 0.53309166431427
y: 0.7958750128746033
z: -0.016528895124793053
, x: 0.5212169289588928
y: 0.8292348980903625
z: -0.012840518727898598
, x: 0.5302132368087769
y: 0.8623763918876648
z: -0.006207366939634085
]",
7,7,"[x: 0.5817592144012451
y: 0.983771800994873
z: -5.933857210038695e-07
, x: 0.5377559661865234
y: 0.9335445165634155
z: 0.034234970808029175
, x: 0.530328094959259
y: 0.885007381439209
z: 0.04843924567103386
, x: 0.5236040353775024
y: 0.8483195304870605
z: 0.049875080585479736
, x: 0.5191234946250916
y: 0.8131536245346069
z: 0.050192173570394516
, x: 0.572480320930481
y: 0.821344792842865
z: 0.06028889864683151
, x: 0.5525463223457336
y: 0.7649580836296082
z: 0.0546284094452858
, x: 0.5236755609512329
y: 0.7681459784507751
z: 0.04758048430085182
, x: 0.5092461109161377
y: 0.7902256846427917
z: 0.045052021741867065
, x: 0.5811446309089661
y: 0.8178269267082214
z: 0.03671684116125107
, x: 0.5307006239891052
y: 0.7771679759025574
z: 0.02451399154961109
, x: 0.5080706477165222
y: 0.8236413598060608
z: 0.015445969067513943
, x: 0.5111068487167358
y: 0.8705772757530212
z: 0.015386572107672691
, x: 0.5868446826934814
y: 0.8164467811584473
z: 0.011936535127460957
, x: 0.5242514610290527
y: 0.7886271476745605
z: -0.0009634345187805593
, x: 0.5139971971511841
y: 0.8431791067123413
z: -0.002325714100152254
, x: 0.5277059674263
y: 0.8896348476409912
z: 0.002840215340256691
, x: 0.588988184928894
y: 0.8160310983657837
z: -0.01080484502017498
, x: 0.5319258570671082
y: 0.7964763641357422
z: -0.015888109803199768
, x: 0.5218878388404846
y: 0.8306216597557068
z: -0.011365104466676712
, x: 0.5322669744491577
y: 0.862511932849884
z: -0.004516212735325098
]",
8,8,"[x: 0.5826702117919922
y: 0.9855117201805115
z: -5.98820292907476e-07
, x: 0.5383893251419067
y: 0.9339234828948975
z: 0.034865133464336395
, x: 0.5312334299087524
y: 0.8841177821159363
z: 0.0496256947517395
, x: 0.5244497060775757
y: 0.8467385172843933
z: 0.0514998696744442
, x: 0.5202239751815796
y: 0.811176598072052
z: 0.05220533534884453
, x: 0.5720943212509155
y: 0.8221303820610046
z: 0.06174127012491226
, x: 0.551576554775238
y: 0.7659492492675781
z: 0.05650888383388519
, x: 0.5225598812103271
y: 0.7688683867454529
z: 0.04967130720615387
, x: 0.508359432220459
y: 0.7904688119888306
z: 0.04724058881402016
, x: 0.5808337926864624
y: 0.8180016279220581
z: 0.0379331074655056
, x: 0.5308880805969238
y: 0.7759804725646973
z: 0.025683002546429634
, x: 0.5083320736885071
y: 0.823085367679596
z: 0.01657814532518387
, x: 0.5119061470031738
y: 0.8710097074508667
z: 0.0167282372713089
, x: 0.5868552923202515
y: 0.8164427280426025
z: 0.012912091799080372
, x: 0.5253198742866516
y: 0.7860041856765747
z: 9.427007898921147e-05
, x: 0.514426589012146
y: 0.8406457901000977
z: -0.0011864753905683756
, x: 0.5280027389526367
y: 0.8877335786819458
z: 0.004152541048824787
, x: 0.5893839001655579
y: 0.8160037398338318
z: -0.010024093091487885
, x: 0.5331196784973145
y: 0.7937113046646118
z: -0.015083338133990765
, x: 0.5224453210830688
y: 0.8274629712104797
z: -0.010567463003098965
, x: 0.5325192213058472
y: 0.8595524430274963
z: -0.003666552482172847
]",
9,9,"[x: 0.5817851424217224
y: 0.9843374490737915
z: -5.708062644771417e-07
, x: 0.5377963185310364
y: 0.9350870251655579
z: 0.03144758939743042
, x: 0.5304120182991028
y: 0.8864953517913818
z: 0.04439697414636612
, x: 0.5234531164169312
y: 0.8496164083480835
z: 0.04496612772345543
, x: 0.5189136266708374
y: 0.8153607845306396
z: 0.044433414936065674
, x: 0.570753812789917
y: 0.8254236578941345
z: 0.05774414911866188
, x: 0.5511232614517212
y: 0.7684270739555359
z: 0.05103369057178497
, x: 0.5227698087692261
y: 0.7689838409423828
z: 0.04356798902153969
, x: 0.5086134076118469
y: 0.7891534566879272
z: 0.04081828519701958
, x: 0.5795988440513611
y: 0.8203858137130737
z: 0.03522472083568573
, x: 0.5303099155426025
y: 0.7767003774642944
z: 0.020997492596507072
, x: 0.5073521137237549
y: 0.8221131563186646
z: 0.0110419150441885
, x: 0.5096010565757751
y: 0.8694491982460022
z: 0.011006915010511875
, x: 0.5863207578659058
y: 0.8172144293785095
z: 0.011299573816359043
, x: 0.5244737863540649
y: 0.7863531112670898
z: -0.003727935254573822
, x: 0.5135402679443359
y: 0.8408633470535278
z: -0.006058297120034695
, x: 0.5268633961677551
y: 0.8885258436203003
z: -0.0007517084595747292
, x: 0.5893607139587402
y: 0.8152044415473938
z: -0.010744386352598667
, x: 0.5320515632629395
y: 0.7948504686355591
z: -0.017355600371956825
, x: 0.521166980266571
y: 0.8293858170509338
z: -0.013761927373707294
, x: 0.5309860706329346
y: 0.8624855875968933
z: -0.007197267841547728
]",
