,Frame ID,Hand 1 Landmarks,Hand 2 Landmarks
0,23,"[x: 0.3690274655818939
y: 1.0183777809143066
z: 3.592491282233823e-07
, x: 0.40059059858322144
y: 0.962451696395874
z: -0.007861911319196224
, x: 0.41275641322135925
y: 0.8913592100143433
z: -0.01827937923371792
, x: 0.41357845067977905
y: 0.8338418006896973
z: -0.028890762478113174
, x: 0.4133739769458771
y: 0.7881602048873901
z: -0.04125749692320824
, x: 0.392218679189682
y: 0.8630449771881104
z: -0.03409377858042717
, x: 0.38444089889526367
y: 0.7793030738830566
z: -0.05635194852948189
, x: 0.3847949504852295
y: 0.725433349609375
z: -0.06816557794809341
, x: 0.3892636299133301
y: 0.6868662238121033
z: -0.073686882853508
, x: 0.36343348026275635
y: 0.8744017481803894
z: -0.04054215922951698
, x: 0.3564724922180176
y: 0.7943823337554932
z: -0.0602756030857563
, x: 0.35923081636428833
y: 0.7489899396896362
z: -0.06869376450777054
, x: 0.36470234394073486
y: 0.7178827524185181
z: -0.07352505624294281
, x: 0.3335426449775696
y: 0.8986395597457886
z: -0.04696240648627281
, x: 0.3306405544281006
y: 0.8287169337272644
z: -0.06553317606449127
, x: 0.33816972374916077
y: 0.8121793866157532
z: -0.06690002977848053
, x: 0.346864253282547
y: 0.8068403005599976
z: -0.06547626852989197
, x: 0.30527904629707336
y: 0.930332601070404
z: -0.05356116592884064
, x: 0.278838574886322
y: 0.877873420715332
z: -0.06726238131523132
, x: 0.26936525106430054
y: 0.8369753360748291
z: -0.06908934563398361
, x: 0.2689279615879059
y: 0.805439829826355
z: -0.06892746686935425
]",
1,24,"[x: 0.37501344084739685
y: 0.9925987124443054
z: 5.068697532806254e-07
, x: 0.4231378734111786
y: 0.9729141592979431
z: -0.023191964253783226
, x: 0.4535055160522461
y: 0.9404373168945312
z: -0.041025202721357346
, x: 0.46776339411735535
y: 0.9138635396957397
z: -0.05656353756785393
, x: 0.48047035932540894
y: 0.8902543187141418
z: -0.07198262214660645
, x: 0.4232843220233917
y: 0.8187454342842102
z: -0.033556003123521805
, x: 0.42552879452705383
y: 0.748950719833374
z: -0.05071718245744705
, x: 0.4215684235095978
y: 0.6984264850616455
z: -0.06425809860229492
, x: 0.4166976809501648
y: 0.65861576795578
z: -0.0742863193154335
, x: 0.3822160065174103
y: 0.8115418553352356
z: -0.034852683544158936
, x: 0.3755768835544586
y: 0.7343448400497437
z: -0.048893094062805176
, x: 0.37269166111946106
y: 0.6799250245094299
z: -0.06019211933016777
, x: 0.37260207533836365
y: 0.6395864486694336
z: -0.06924740225076675
, x: 0.3436107039451599
y: 0.827052652835846
z: -0.03779992461204529
, x: 0.3325899541378021
y: 0.7504275441169739
z: -0.052386265248060226
, x: 0.33458462357521057
y: 0.7037928700447083
z: -0.0623709112405777
, x: 0.34077155590057373
y: 0.6692924499511719
z: -0.06969496607780457
, x: 0.3078426718711853
y: 0.8600454926490784
z: -0.04227738454937935
, x: 0.2823340594768524
y: 0.8029034733772278
z: -0.0579964853823185
, x: 0.2705833315849304
y: 0.7581638693809509
z: -0.06545131653547287
, x: 0.26617202162742615
y: 0.7188208103179932
z: -0.06989174336194992
]",
2,25,"[x: 0.39177048206329346
y: 0.9565442800521851
z: 5.454597840071074e-07
, x: 0.44240662455558777
y: 0.9211088418960571
z: -0.0273927990347147
, x: 0.48339807987213135
y: 0.8609061241149902
z: -0.042420607060194016
, x: 0.5124230980873108
y: 0.8099266290664673
z: -0.055639415979385376
, x: 0.5376386046409607
y: 0.7680535316467285
z: -0.06891805678606033
, x: 0.42350831627845764
y: 0.7476071119308472
z: -0.02397775836288929
, x: 0.4249331057071686
y: 0.6765560507774353
z: -0.04388252645730972
, x: 0.423954039812088
y: 0.6236088275909424
z: -0.06189252436161041
, x: 0.4229154586791992
y: 0.5786380171775818
z: -0.0748509094119072
, x: 0.38291457295417786
y: 0.743941068649292
z: -0.0253906287252903
, x: 0.3774295747280121
y: 0.6691524386405945
z: -0.041763193905353546
, x: 0.3780726492404938
y: 0.6122762560844421
z: -0.05789132043719292
, x: 0.3816637694835663
y: 0.5664518475532532
z: -0.06973005831241608
, x: 0.34717220067977905
y: 0.7602617144584656
z: -0.030208589509129524
, x: 0.3393706977367401
y: 0.6877460479736328
z: -0.047605615109205246
, x: 0.33891624212265015
y: 0.6332721710205078
z: -0.06134224683046341
, x: 0.34293055534362793
y: 0.5891554355621338
z: -0.07048318535089493
, x: 0.3160509467124939
y: 0.7971039414405823
z: -0.03760690242052078
, x: 0.2902636229991913
y: 0.7377841472625732
z: -0.05610493943095207
, x: 0.27782729268074036
y: 0.6908157467842102
z: -0.06537701934576035
, x: 0.2725685238838196
y: 0.6491049528121948
z: -0.07005743682384491
]",
3,26,"[x: 0.38556981086730957
y: 0.9201236963272095
z: 5.7714339618542e-07
, x: 0.43959373235702515
y: 0.8794081211090088
z: -0.02660774067044258
, x: 0.48433780670166016
y: 0.8135240077972412
z: -0.039730895310640335
, x: 0.5180972814559937
y: 0.7615225315093994
z: -0.051673952490091324
, x: 0.5387009382247925
y: 0.7135258913040161
z: -0.06255186349153519
, x: 0.4230434000492096
y: 0.6856185793876648
z: -0.008070647716522217
, x: 0.424007385969162
y: 0.610672116279602
z: -0.021427156403660774
, x: 0.4224052429199219
y: 0.5641154050827026
z: -0.03662852197885513
, x: 0.42118000984191895
y: 0.5230371952056885
z: -0.047704968601465225
, x: 0.38405758142471313
y: 0.683371901512146
z: -0.009062835946679115
, x: 0.37906986474990845
y: 0.605206310749054
z: -0.018709877505898476
, x: 0.3797892928123474
y: 0.5529670715332031
z: -0.033374324440956116
, x: 0.3837655484676361
y: 0.5099834203720093
z: -0.044598616659641266
, x: 0.3484266400337219
y: 0.7008093595504761
z: -0.014499428682029247
, x: 0.3408980369567871
y: 0.6299341917037964
z: -0.026056693866848946
, x: 0.3442237675189972
y: 0.586624264717102
z: -0.037502944469451904
, x: 0.3519623875617981
y: 0.5500402450561523
z: -0.045580726116895676
, x: 0.31603193283081055
y: 0.7354706525802612
z: -0.02318091131746769
, x: 0.29142409563064575
y: 0.6748949289321899
z: -0.03446143865585327
, x: 0.27890604734420776
y: 0.6327438950538635
z: -0.039614684879779816
, x: 0.27320152521133423
y: 0.5927646160125732
z: -0.042571503669023514
]",
4,27,"[x: 0.38415247201919556
y: 0.8803127408027649
z: 4.920801757180016e-07
, x: 0.43905970454216003
y: 0.8370165824890137
z: -0.023657964542508125
, x: 0.48568955063819885
y: 0.7699503302574158
z: -0.03559320420026779
, x: 0.5163540840148926
y: 0.7153350114822388
z: -0.047081805765628815
, x: 0.5385547876358032
y: 0.6686018109321594
z: -0.05775942653417587
, x: 0.4236702620983124
y: 0.64229416847229
z: -0.00371123687364161
, x: 0.4229622185230255
y: 0.5619759559631348
z: -0.014366707764565945
, x: 0.42044171690940857
y: 0.5145387053489685
z: -0.027128104120492935
, x: 0.4190019965171814
y: 0.47587400674819946
z: -0.036832164973020554
, x: 0.3839646279811859
y: 0.6406838893890381
z: -0.005154944956302643
, x: 0.3771108090877533
y: 0.5586504936218262
z: -0.012615984305739403
, x: 0.37657737731933594
y: 0.5099680423736572
z: -0.02488892897963524
, x: 0.3801445960998535
y: 0.47318536043167114
z: -0.034648194909095764
, x: 0.34863248467445374
y: 0.6562815308570862
z: -0.01098150946199894
, x: 0.33896055817604065
y: 0.5765098929405212
z: -0.020263349637389183
, x: 0.33828890323638916
y: 0.5277655124664307
z: -0.030485298484563828
, x: 0.34289661049842834
y: 0.4890329837799072
z: -0.03849008306860924
, x: 0.3161998689174652
y: 0.6888335943222046
z: -0.01976221427321434
, x: 0.29110854864120483
y: 0.6251010894775391
z: -0.0298207625746727
, x: 0.27652090787887573
y: 0.5811134576797485
z: -0.03491712361574173
, x: 0.2680666446685791
y: 0.5393387079238892
z: -0.038243141025304794
]",
5,28,"[x: 0.38346004486083984
y: 0.8823879957199097
z: 3.480421639778797e-07
, x: 0.43798089027404785
y: 0.8384933471679688
z: -0.022728901356458664
, x: 0.4845196008682251
y: 0.7697939872741699
z: -0.033805001527071
, x: 0.5152442455291748
y: 0.7131986618041992
z: -0.0445210263133049
, x: 0.5371531248092651
y: 0.666010320186615
z: -0.05418670177459717
, x: 0.42265722155570984
y: 0.6398963928222656
z: -0.004326542839407921
, x: 0.4216301739215851
y: 0.5601817965507507
z: -0.014885024167597294
, x: 0.4184633791446686
y: 0.5135812759399414
z: -0.02761288359761238
, x: 0.4164288341999054
y: 0.47392964363098145
z: -0.03775199130177498
, x: 0.38249796628952026
y: 0.6381800770759583
z: -0.006355821620672941
, x: 0.37528932094573975
y: 0.5574162006378174
z: -0.013394545763731003
, x: 0.37434157729148865
y: 0.5109838843345642
z: -0.025004452094435692
, x: 0.376845121383667
y: 0.4750290811061859
z: -0.0349578782916069
, x: 0.3471298813819885
y: 0.6545752882957458
z: -0.012684160843491554
, x: 0.33758416771888733
y: 0.5760784149169922
z: -0.02136804722249508
, x: 0.3362767696380615
y: 0.5290529727935791
z: -0.03100883588194847
, x: 0.33999574184417725
y: 0.49088582396507263
z: -0.039238616824150085
, x: 0.31533676385879517
y: 0.6878632307052612
z: -0.02204730175435543
, x: 0.2902805805206299
y: 0.6254554986953735
z: -0.03189380466938019
, x: 0.2757008969783783
y: 0.5814913511276245
z: -0.037485089153051376
, x: 0.26687270402908325
y: 0.5389355421066284
z: -0.04168982803821564
]",
6,29,"[x: 0.38288870453834534
y: 0.8832437992095947
z: 3.5202205594941915e-07
, x: 0.4378139078617096
y: 0.8379242420196533
z: -0.022607989609241486
, x: 0.4840008020401001
y: 0.7694944739341736
z: -0.033417049795389175
, x: 0.5150842070579529
y: 0.713195264339447
z: -0.04393824562430382
, x: 0.5368449687957764
y: 0.6658068299293518
z: -0.0534333772957325
, x: 0.4216178059577942
y: 0.6402042508125305
z: -0.003628872102126479
, x: 0.4206341803073883
y: 0.5595856308937073
z: -0.014021022245287895
, x: 0.41796186566352844
y: 0.5130457878112793
z: -0.026980537921190262
, x: 0.4163901209831238
y: 0.47274595499038696
z: -0.03725368157029152
, x: 0.38202232122421265
y: 0.6390849351882935
z: -0.005658160429447889
, x: 0.3747997283935547
y: 0.5578249096870422
z: -0.01225826982408762
, x: 0.37402641773223877
y: 0.5101015567779541
z: -0.024148384109139442
, x: 0.3767699897289276
y: 0.4737573266029358
z: -0.034484557807445526
, x: 0.3470050096511841
y: 0.6560140252113342
z: -0.012045161798596382
, x: 0.3374258279800415
y: 0.5778278708457947
z: -0.020165132358670235
, x: 0.3363480865955353
y: 0.5303978323936462
z: -0.030133957043290138
, x: 0.34052765369415283
y: 0.4925307035446167
z: -0.038685962557792664
, x: 0.31530579924583435
y: 0.6890419721603394
z: -0.021525442600250244
, x: 0.29088881611824036
y: 0.6258782744407654
z: -0.03086257539689541
, x: 0.2767326831817627
y: 0.5814082622528076
z: -0.03648817539215088
, x: 0.26838192343711853
y: 0.5389229655265808
z: -0.040828339755535126
]",
7,30,"[x: 0.38448387384414673
y: 0.8384339809417725
z: 4.715050749837246e-07
, x: 0.43912726640701294
y: 0.7941961288452148
z: -0.02311743050813675
, x: 0.48173972964286804
y: 0.7262861132621765
z: -0.03519178554415703
, x: 0.5117112398147583
y: 0.670548677444458
z: -0.04687360301613808
, x: 0.5390533208847046
y: 0.6258257031440735
z: -0.057572394609451294
, x: 0.42140671610832214
y: 0.5966289639472961
z: -0.00606504688039422
, x: 0.4206821918487549
y: 0.5160279870033264
z: -0.01901746541261673
, x: 0.416458398103714
y: 0.4684171974658966
z: -0.03291001170873642
, x: 0.41325798630714417
y: 0.4279830753803253
z: -0.04403781518340111
, x: 0.38279664516448975
y: 0.592127799987793
z: -0.008566070348024368
, x: 0.37498292326927185
y: 0.5021845698356628
z: -0.018969157710671425
, x: 0.37447389960289
y: 0.44966572523117065
z: -0.031017333269119263
, x: 0.3767419159412384
y: 0.4071143865585327
z: -0.04011319950222969
, x: 0.3489804267883301
y: 0.6086401343345642
z: -0.015509690158069134
, x: 0.33379635214805603
y: 0.5210663080215454
z: -0.029090236872434616
, x: 0.3289676308631897
y: 0.4677032232284546
z: -0.04108572006225586
, x: 0.3285241723060608
y: 0.4213608205318451
z: -0.049610435962677
, x: 0.32032206654548645
y: 0.6443437337875366
z: -0.02506391331553459
, x: 0.2903672456741333
y: 0.585186779499054
z: -0.04052801430225372
, x: 0.2709086537361145
y: 0.5453393459320068
z: -0.048344049602746964
, x: 0.2561356723308563
y: 0.5047799944877625
z: -0.05289405956864357
]",
8,31,"[x: 0.3841291666030884
y: 0.8358816504478455
z: 3.3936231602638145e-07
, x: 0.4404246211051941
y: 0.7907865643501282
z: -0.024830857291817665
, x: 0.48274415731430054
y: 0.7216819524765015
z: -0.03713520988821983
, x: 0.5127149820327759
y: 0.664953887462616
z: -0.04877079278230667
, x: 0.5417741537094116
y: 0.6216205358505249
z: -0.05896894633769989
, x: 0.4204234182834625
y: 0.5891152024269104
z: -0.006861044559627771
, x: 0.42035260796546936
y: 0.5090904831886292
z: -0.018282553181052208
, x: 0.4153558909893036
y: 0.4614090323448181
z: -0.031011082231998444
, x: 0.4108195900917053
y: 0.41859424114227295
z: -0.04239330440759659
, x: 0.3819403052330017
y: 0.5846441984176636
z: -0.008607729338109493
, x: 0.3742804527282715
y: 0.49689292907714844
z: -0.01768246665596962
, x: 0.37406986951828003
y: 0.4485306143760681
z: -0.02796626091003418
, x: 0.37644827365875244
y: 0.4071958661079407
z: -0.036769624799489975
, x: 0.3479313850402832
y: 0.6011859178543091
z: -0.015093250200152397
, x: 0.33329659700393677
y: 0.5144234895706177
z: -0.02750738337635994
, x: 0.3275306820869446
y: 0.4620259702205658
z: -0.03845737874507904
, x: 0.32590970396995544
y: 0.41331949830055237
z: -0.04711902514100075
, x: 0.3194614052772522
y: 0.6361260414123535
z: -0.024701302871108055
, x: 0.2894596457481384
y: 0.5792824625968933
z: -0.040001895278692245
, x: 0.2699294984340668
y: 0.5399882197380066
z: -0.04897676035761833
, x: 0.254336416721344
y: 0.49900931119918823
z: -0.055074114352464676
]",
9,32,"[x: 0.38501664996147156
y: 0.8343838453292847
z: 3.5459277114568977e-07
, x: 0.44070082902908325
y: 0.7891805171966553
z: -0.025441283360123634
, x: 0.4829210340976715
y: 0.720445990562439
z: -0.038635414093732834
, x: 0.5133395791053772
y: 0.6634104251861572
z: -0.05128997564315796
, x: 0.5426245927810669
y: 0.6199880838394165
z: -0.06250376999378204
, x: 0.42074158787727356
y: 0.5871443152427673
z: -0.0066402447409927845
, x: 0.42091652750968933
y: 0.5072420835494995
z: -0.017817195504903793
, x: 0.4160076379776001
y: 0.4595271348953247
z: -0.030382266268134117
, x: 0.4113014042377472
y: 0.4173237383365631
z: -0.04167220741510391
, x: 0.3820311725139618
y: 0.5828961133956909
z: -0.008211903274059296
, x: 0.3757055103778839
y: 0.4945286810398102
z: -0.016840970143675804
, x: 0.37648212909698486
y: 0.44695448875427246
z: -0.026750465855002403
, x: 0.37978073954582214
y: 0.4064331650733948
z: -0.035276882350444794
, x: 0.3478524088859558
y: 0.5992543697357178
z: -0.014600146561861038
, x: 0.33341163396835327
y: 0.5117620825767517
z: -0.026341816410422325
, x: 0.3274853229522705
y: 0.4592057168483734
z: -0.03697873279452324
, x: 0.3259206712245941
y: 0.41086146235466003
z: -0.04557561129331589
, x: 0.3194431960582733
y: 0.6340904235839844
z: -0.02421056665480137
, x: 0.2885299324989319
y: 0.5780205726623535
z: -0.038727518171072006
, x: 0.26858675479888916
y: 0.53924560546875
z: -0.04735635593533516
, x: 0.2529144585132599
y: 0.4992431402206421
z: -0.05333995446562767
]",
