,Frame ID,Hand 1 Landmarks,Hand 2 Landmarks
0,0,"[x: 0.27329984307289124
y: 0.5835778713226318
z: -1.6209635589348181e-07
, x: 0.31430622935295105
y: 0.5605164170265198
z: 0.004218032583594322
, x: 0.3430345356464386
y: 0.5134382843971252
z: 0.00046452906099148095
, x: 0.36918652057647705
y: 0.4792555868625641
z: -0.009135538712143898
, x: 0.38894540071487427
y: 0.4466940462589264
z: -0.01637224480509758
, x: 0.30689114332199097
y: 0.4287775754928589
z: 0.01234377920627594
, x: 0.3439490795135498
y: 0.3869439661502838
z: -0.00920767243951559
, x: 0.36480873823165894
y: 0.4253059923648834
z: -0.025140302255749702
, x: 0.3641492426395416
y: 0.46263742446899414
z: -0.03153390809893608
, x: 0.29595819115638733
y: 0.4279567003250122
z: 3.207349800504744e-05
, x: 0.347234308719635
y: 0.3878553509712219
z: -0.017500730231404305
, x: 0.3669617772102356
y: 0.4345129132270813
z: -0.025218162685632706
, x: 0.3617708683013916
y: 0.4723730981349945
z: -0.026406345888972282
, x: 0.2875058054924011
y: 0.4336484372615814
z: -0.015059464611113071
, x: 0.3435247540473938
y: 0.39909887313842773
z: -0.03252563998103142
, x: 0.3609430193901062
y: 0.4455328583717346
z: -0.030401388183236122
, x: 0.3555915057659149
y: 0.4837200939655304
z: -0.023733405396342278
, x: 0.28162384033203125
y: 0.44792440533638
z: -0.030430398881435394
, x: 0.3295013904571533
y: 0.4221123158931732
z: -0.04235353693366051
, x: 0.35059380531311035
y: 0.45348307490348816
z: -0.0378049872815609
, x: 0.3518737256526947
y: 0.4860635995864868
z: -0.030516991391777992
]",
1,1,"[x: 0.2689044773578644
y: 0.5751604437828064
z: 1.346475926311541e-07
, x: 0.30760034918785095
y: 0.5326571464538574
z: 0.006622986402362585
, x: 0.32788482308387756
y: 0.4798699617385864
z: 0.002958458848297596
, x: 0.34502336382865906
y: 0.44068291783332825
z: -0.006144192535430193
, x: 0.3536710739135742
y: 0.4030879735946655
z: -0.01303064078092575
, x: 0.27361929416656494
y: 0.4015880227088928
z: 0.0045586260966956615
, x: 0.3142980635166168
y: 0.35779255628585815
z: -0.01904180273413658
, x: 0.34688618779182434
y: 0.38621586561203003
z: -0.03458911180496216
, x: 0.3578619360923767
y: 0.4215143918991089
z: -0.040146831423044205
, x: 0.2614440321922302
y: 0.4060039520263672
z: -0.009935806505382061
, x: 0.3172595202922821
y: 0.35808083415031433
z: -0.030658816918730736
, x: 0.35001397132873535
y: 0.39479339122772217
z: -0.03887377679347992
, x: 0.35739612579345703
y: 0.4333198368549347
z: -0.039719559252262115
, x: 0.2565539479255676
y: 0.42032235860824585
z: -0.02617053873836994
, x: 0.31788867712020874
y: 0.38851410150527954
z: -0.04744737222790718
, x: 0.34474846720695496
y: 0.43341147899627686
z: -0.04584137722849846
, x: 0.34816470742225647
y: 0.47230401635169983
z: -0.03822062537074089
, x: 0.2574501633644104
y: 0.44577908515930176
z: -0.0421740859746933
, x: 0.3066612482070923
y: 0.4181993901729584
z: -0.0563398078083992
, x: 0.33485206961631775
y: 0.44263753294944763
z: -0.051930274814367294
, x: 0.34608790278434753
y: 0.47147926688194275
z: -0.04380248486995697
]",
2,2,"[x: 0.2600755989551544
y: 0.5708916187286377
z: 9.942488077285816e-08
, x: 0.3015546202659607
y: 0.521155834197998
z: 0.005159114953130484
, x: 0.3192322552204132
y: 0.46323347091674805
z: -0.0005435686325654387
, x: 0.3349570035934448
y: 0.4211433529853821
z: -0.01125003769993782
, x: 0.3496408760547638
y: 0.38319116830825806
z: -0.020308930426836014
, x: 0.2554507851600647
y: 0.39406606554985046
z: -0.001271918648853898
, x: 0.29426154494285583
y: 0.3501816391944885
z: -0.024919962510466576
, x: 0.327849805355072
y: 0.3619636595249176
z: -0.03943271562457085
, x: 0.34570229053497314
y: 0.3860158622264862
z: -0.04542224481701851
, x: 0.24497297406196594
y: 0.40052327513694763
z: -0.015514674596488476
, x: 0.30619198083877563
y: 0.35019880533218384
z: -0.03939599543809891
, x: 0.3425149619579315
y: 0.3806765377521515
z: -0.047524623572826385
, x: 0.3571630120277405
y: 0.4167160987854004
z: -0.04793224856257439
, x: 0.24366486072540283
y: 0.41705644130706787
z: -0.03096635267138481
, x: 0.3100247383117676
y: 0.3852161765098572
z: -0.05351337790489197
, x: 0.3399776518344879
y: 0.42637813091278076
z: -0.050362665206193924
, x: 0.34964340925216675
y: 0.4642120599746704
z: -0.041840437799692154
, x: 0.24982959032058716
y: 0.44181445240974426
z: -0.0463268905878067
, x: 0.302915096282959
y: 0.4160945415496826
z: -0.05941472575068474
, x: 0.32941320538520813
y: 0.4397781193256378
z: -0.05367877334356308
, x: 0.34236106276512146
y: 0.4667855501174927
z: -0.045045237988233566
]",
3,3,"[x: 0.23857104778289795
y: 0.5546491146087646
z: 4.6605146053479984e-07
, x: 0.2718989849090576
y: 0.48997926712036133
z: 0.0004456485330592841
, x: 0.28024888038635254
y: 0.43655210733413696
z: -0.0059871370904147625
, x: 0.2898513972759247
y: 0.39778393507003784
z: -0.01633182354271412
, x: 0.2978854179382324
y: 0.36636558175086975
z: -0.02549462392926216
, x: 0.21274060010910034
y: 0.38518837094306946
z: -0.004767348058521748
, x: 0.2436477392911911
y: 0.32578298449516296
z: -0.0278738122433424
, x: 0.2783317267894745
y: 0.30919310450553894
z: -0.04547753930091858
, x: 0.3050329387187958
y: 0.3127516210079193
z: -0.05453382804989815
, x: 0.21071481704711914
y: 0.3995184302330017
z: -0.01583062671124935
, x: 0.2509981393814087
y: 0.33483409881591797
z: -0.03764718025922775
, x: 0.2890612483024597
y: 0.32570934295654297
z: -0.04995086416602135
, x: 0.31575721502304077
y: 0.3345925211906433
z: -0.055249664932489395
, x: 0.22144916653633118
y: 0.4218766689300537
z: -0.028062283992767334
, x: 0.2727382481098175
y: 0.37461477518081665
z: -0.04895544424653053
, x: 0.30770716071128845
y: 0.38102251291275024
z: -0.0531366765499115
, x: 0.32798343896865845
y: 0.3961387276649475
z: -0.051202449947595596
, x: 0.24006366729736328
y: 0.449028879404068
z: -0.04045174643397331
, x: 0.28701794147491455
y: 0.4153915345668793
z: -0.05184092000126839
, x: 0.3124697804450989
y: 0.4198615252971649
z: -0.049786217510700226
, x: 0.3280310332775116
y: 0.43290644884109497
z: -0.044915664941072464
]",
4,4,"[x: 0.21172550320625305
y: 0.5566508769989014
z: 4.4982948566030245e-07
, x: 0.21231825649738312
y: 0.4934483766555786
z: 0.010518966242671013
, x: 0.21848879754543304
y: 0.4247962534427643
z: 0.005537442397326231
, x: 0.23821307718753815
y: 0.37677139043807983
z: -0.004501174669712782
, x: 0.2567966878414154
y: 0.34460845589637756
z: -0.014593105763196945
, x: 0.18823999166488647
y: 0.3872784376144409
z: -0.01414270605891943
, x: 0.21542951464653015
y: 0.3073994219303131
z: -0.03707091137766838
, x: 0.2527872622013092
y: 0.2856939136981964
z: -0.04850233718752861
, x: 0.2799166440963745
y: 0.2890315353870392
z: -0.05141722410917282
, x: 0.1931806206703186
y: 0.40422528982162476
z: -0.02965545654296875
, x: 0.24560542404651642
y: 0.32114601135253906
z: -0.05135830491781235
, x: 0.2886303663253784
y: 0.3092028498649597
z: -0.05680013447999954
, x: 0.3158206343650818
y: 0.3218039274215698
z: -0.055750977247953415
, x: 0.20970439910888672
y: 0.42871180176734924
z: -0.04434576258063316
, x: 0.2761870324611664
y: 0.3732588589191437
z: -0.061743151396512985
, x: 0.30842700600624084
y: 0.38322216272354126
z: -0.059182025492191315
, x: 0.32243844866752625
y: 0.40083789825439453
z: -0.05202500522136688
, x: 0.23278550803661346
y: 0.4565179944038391
z: -0.05812065675854683
, x: 0.28840693831443787
y: 0.4121955931186676
z: -0.06317918747663498
, x: 0.3127731680870056
y: 0.41467905044555664
z: -0.0548131950199604
, x: 0.32610833644866943
y: 0.4253562092781067
z: -0.045430541038513184
]",
5,5,"[x: 0.20061898231506348
y: 0.5665545463562012
z: 5.542995040741516e-07
, x: 0.18800774216651917
y: 0.5001954436302185
z: 0.0025714407674968243
, x: 0.19137349724769592
y: 0.4235245883464813
z: -0.00849908497184515
, x: 0.2154325395822525
y: 0.36450690031051636
z: -0.02229105308651924
, x: 0.2422846108675003
y: 0.32406753301620483
z: -0.03556777909398079
, x: 0.1637411266565323
y: 0.39328381419181824
z: -0.03134017810225487
, x: 0.19893553853034973
y: 0.30339953303337097
z: -0.057198550552129745
, x: 0.23698128759860992
y: 0.2714797556400299
z: -0.06998808681964874
, x: 0.26547983288764954
y: 0.2644125819206238
z: -0.07418298721313477
, x: 0.1775895059108734
y: 0.41493451595306396
z: -0.04388511925935745
, x: 0.22845685482025146
y: 0.3232318162918091
z: -0.06459342688322067
, x: 0.26970911026000977
y: 0.2934293746948242
z: -0.06818180531263351
, x: 0.2966204881668091
y: 0.28982263803482056
z: -0.068400077521801
, x: 0.20119062066078186
y: 0.4431610107421875
z: -0.055488262325525284
, x: 0.2628829777240753
y: 0.367686927318573
z: -0.07000270485877991
, x: 0.29451748728752136
y: 0.36124324798583984
z: -0.06435984373092651
, x: 0.30795398354530334
y: 0.37194541096687317
z: -0.0577867291867733
, x: 0.22989939153194427
y: 0.47361648082733154
z: -0.06708714365959167
, x: 0.2808094024658203
y: 0.4138348698616028
z: -0.07154518365859985
, x: 0.302754282951355
y: 0.4031161963939667
z: -0.0625479444861412
, x: 0.3133094310760498
y: 0.40575987100601196
z: -0.05387575924396515
]",
6,6,"[x: 0.1996447741985321
y: 0.5740630626678467
z: 4.5641357360182155e-07
, x: 0.1846410036087036
y: 0.5027625560760498
z: 0.007159005384892225
, x: 0.1847849190235138
y: 0.4283442497253418
z: -0.002118909265846014
, x: 0.20480822026729584
y: 0.37219876050949097
z: -0.015313767828047276
, x: 0.2312408685684204
y: 0.33371591567993164
z: -0.028401575982570648
, x: 0.1628374308347702
y: 0.3954426050186157
z: -0.025282656773924828
, x: 0.19327129423618317
y: 0.3022814989089966
z: -0.049254901707172394
, x: 0.2295495867729187
y: 0.26722341775894165
z: -0.06141902506351471
, x: 0.2582661807537079
y: 0.2594396770000458
z: -0.06548217684030533
, x: 0.17755475640296936
y: 0.41461220383644104
z: -0.03990969806909561
, x: 0.22903485596179962
y: 0.3212325870990753
z: -0.05911550298333168
, x: 0.26841044425964355
y: 0.2975437343120575
z: -0.06187133491039276
, x: 0.29140159487724304
y: 0.2999691069126129
z: -0.06106550246477127
, x: 0.20238257944583893
y: 0.4415953457355499
z: -0.053301457315683365
, x: 0.26401808857917786
y: 0.3655383586883545
z: -0.06644458323717117
, x: 0.29357749223709106
y: 0.3631872534751892
z: -0.05996299535036087
, x: 0.30410832166671753
y: 0.3775707185268402
z: -0.0526583157479763
, x: 0.23150648176670074
y: 0.47147881984710693
z: -0.06632819026708603
, x: 0.2817358374595642
y: 0.4120928943157196
z: -0.06922506541013718
, x: 0.3007459044456482
y: 0.40537720918655396
z: -0.05898696929216385
, x: 0.3077314496040344
y: 0.4124341607093811
z: -0.04935886710882187
]",
7,7,"[x: 0.20105190575122833
y: 0.5785919427871704
z: 4.5841264295631845e-07
, x: 0.1864021271467209
y: 0.5037381649017334
z: 0.008029645308852196
, x: 0.18544189631938934
y: 0.4291302263736725
z: -0.0017634471878409386
, x: 0.20461715757846832
y: 0.37131309509277344
z: -0.01570526510477066
, x: 0.2312754988670349
y: 0.3317056894302368
z: -0.029369357973337173
, x: 0.16144317388534546
y: 0.3950046896934509
z: -0.025876903906464577
, x: 0.19437383115291595
y: 0.3000542223453522
z: -0.05031977593898773
, x: 0.2318241000175476
y: 0.26714345812797546
z: -0.06229935958981514
, x: 0.26008909940719604
y: 0.26211681962013245
z: -0.0659680888056755
, x: 0.17695793509483337
y: 0.41510963439941406
z: -0.04110546037554741
, x: 0.2310304194688797
y: 0.3187854588031769
z: -0.06004728376865387
, x: 0.27120131254196167
y: 0.2947688102722168
z: -0.06212275102734566
, x: 0.29366543889045715
y: 0.29634571075439453
z: -0.06099439039826393
, x: 0.20250752568244934
y: 0.44227704405784607
z: -0.05499067157506943
, x: 0.264799565076828
y: 0.36384356021881104
z: -0.06737110018730164
, x: 0.29355257749557495
y: 0.36171072721481323
z: -0.05980745702981949
, x: 0.30261728167533875
y: 0.376057893037796
z: -0.052075497806072235
, x: 0.23203347623348236
y: 0.47202542424201965
z: -0.0684848502278328
, x: 0.28267326951026917
y: 0.4112449586391449
z: -0.07012274116277695
, x: 0.30063748359680176
y: 0.40492838621139526
z: -0.0586053766310215
, x: 0.30624109506607056
y: 0.4124698340892792
z: -0.04829366132616997
]",
8,8,"[x: 0.199463352560997
y: 0.5873880386352539
z: 6.204061833159358e-07
, x: 0.1784268319606781
y: 0.5120494365692139
z: 0.0034525608643889427
, x: 0.18208050727844238
y: 0.4299434721469879
z: -0.005582322832196951
, x: 0.20458175241947174
y: 0.3672682046890259
z: -0.016212061047554016
, x: 0.23176783323287964
y: 0.3259735703468323
z: -0.02763114869594574
, x: 0.16671709716320038
y: 0.40539348125457764
z: -0.03207729756832123
, x: 0.19269749522209167
y: 0.30813223123550415
z: -0.05239797383546829
, x: 0.21295598149299622
y: 0.2521654963493347
z: -0.061199087649583817
, x: 0.22879764437675476
y: 0.21029235422611237
z: -0.06509213894605637
, x: 0.18726301193237305
y: 0.4256708025932312
z: -0.04602830111980438
, x: 0.23983034491539001
y: 0.3154069185256958
z: -0.06592343002557755
, x: 0.26851069927215576
y: 0.254729688167572
z: -0.07212606072425842
, x: 0.2890433669090271
y: 0.20983119308948517
z: -0.07482088357210159
, x: 0.21499386429786682
y: 0.45272237062454224
z: -0.05837537348270416
, x: 0.28331032395362854
y: 0.36664336919784546
z: -0.07699569314718246
, x: 0.3182186782360077
y: 0.33198145031929016
z: -0.0791955441236496
, x: 0.3415018320083618
y: 0.308204710483551
z: -0.07756953686475754
, x: 0.24548667669296265
y: 0.4836891293525696
z: -0.06964148581027985
, x: 0.2944853603839874
y: 0.4164277911186218
z: -0.07887556403875351
, x: 0.3189132809638977
y: 0.38628649711608887
z: -0.07485650479793549
, x: 0.33693891763687134
y: 0.3640172779560089
z: -0.07016558200120926
]",
9,9,"[x: 0.20089253783226013
y: 0.5921123027801514
z: 5.254990469438781e-07
, x: 0.18590688705444336
y: 0.5047071576118469
z: -0.0010122666135430336
, x: 0.1978158950805664
y: 0.42010489106178284
z: -0.010381914675235748
, x: 0.2280842512845993
y: 0.36255544424057007
z: -0.020229781046509743
, x: 0.25733712315559387
y: 0.3293572962284088
z: -0.031620971858501434
, x: 0.19984644651412964
y: 0.40683242678642273
z: -0.034268297255039215
, x: 0.22327691316604614
y: 0.31414246559143066
z: -0.0545225664973259
, x: 0.2394363135099411
y: 0.25965219736099243
z: -0.06529542803764343
, x: 0.24941067397594452
y: 0.21538035571575165
z: -0.07230059057474136
, x: 0.22778935730457306
y: 0.43172091245651245
z: -0.047194719314575195
, x: 0.27593284845352173
y: 0.3316150903701782
z: -0.06553512066602707
, x: 0.30163267254829407
y: 0.27123308181762695
z: -0.07505185157060623
, x: 0.3184911012649536
y: 0.22211597859859467
z: -0.08173409104347229
, x: 0.2565956711769104
y: 0.4657036066055298
z: -0.058842092752456665
, x: 0.3125159740447998
y: 0.3814065456390381
z: -0.0765015035867691
, x: 0.34429603815078735
y: 0.32298707962036133
z: -0.0838780626654625
, x: 0.36511459946632385
y: 0.273595929145813
z: -0.08842173218727112
, x: 0.2841542363166809
y: 0.5045772194862366
z: -0.06982261687517166
, x: 0.3298094868659973
y: 0.44595080614089966
z: -0.08366699516773224
, x: 0.3543650507926941
y: 0.40427231788635254
z: -0.08580106496810913
, x: 0.3726174831390381
y: 0.3673296868801117
z: -0.08674811571836472
]",
