Time,Quaternions, Accelaration 
[2023-07-26 15:57:19.585669],[0.761,-0.093,-0.546,-0.337], [0.022,0.954,0.292]
[2023-07-26 15:57:19.685919],[0.762,-0.094,-0.544,-0.338], [0.063,0.942,0.302]
[2023-07-26 15:57:19.786166],[0.763,-0.093,-0.544,-0.336], [0.028,0.955,0.233]
[2023-07-26 15:57:19.886419],[0.763,-0.095,-0.543,-0.337], [-0.022,0.963,0.268]
[2023-07-26 15:57:19.986669],[0.764,-0.095,-0.542,-0.337], [-0.007,0.950,0.283]
[2023-07-26 15:57:20.086914],[0.765,-0.094,-0.541,-0.336], [0.009,0.932,0.174]
[2023-07-26 15:57:20.193144],[0.766,-0.095,-0.541,-0.335], [0.036,0.946,0.333]
[2023-07-26 15:57:20.293392],[0.768,-0.093,-0.541,-0.330], [0.028,0.951,0.268]
[2023-07-26 15:57:20.393641],[0.770,-0.095,-0.538,-0.329], [0.063,0.950,0.231]
[2023-07-26 15:57:20.493911],[0.772,-0.095,-0.534,-0.331], [0.067,0.940,0.264]
[2023-07-26 15:57:20.594161],[0.775,-0.096,-0.529,-0.332], [0.072,0.947,0.290]
[2023-07-26 15:57:20.694422],[0.778,-0.095,-0.526,-0.331], [0.036,0.943,0.285]
[2023-07-26 15:57:20.794671],[0.783,-0.093,-0.521,-0.328], [0.109,0.943,0.248]
[2023-07-26 15:57:20.894926],[0.786,-0.092,-0.516,-0.328], [-0.005,0.941,0.269]
[2023-07-26 15:57:20.995173],[0.786,-0.093,-0.516,-0.328], [0.068,0.959,0.272]
[2023-07-26 15:57:21.095424],[0.788,-0.093,-0.515,-0.325], [0.005,0.954,0.255]
[2023-07-26 15:57:21.195688],[0.787,-0.094,-0.516,-0.325], [0.040,0.939,0.259]
[2023-07-26 15:57:21.295940],[0.786,-0.094,-0.517,-0.325], [0.052,0.942,0.253]
[2023-07-26 15:57:21.396185],[0.786,-0.095,-0.518,-0.325], [0.041,0.947,0.304]
[2023-07-26 15:57:21.496432],[0.785,-0.095,-0.520,-0.325], [0.110,0.958,0.242]
[2023-07-26 15:57:21.596681],[0.785,-0.095,-0.519,-0.325], [0.051,0.943,0.303]
[2023-07-26 15:57:21.696930],[0.785,-0.095,-0.519,-0.325], [0.050,0.949,0.284]
[2023-07-26 15:57:21.797180],[0.785,-0.095,-0.519,-0.325], [0.049,0.955,0.272]
[2023-07-26 15:57:21.897426],[0.785,-0.096,-0.520,-0.325], [0.083,0.955,0.241]
[2023-07-26 15:57:21.997674],[0.784,-0.096,-0.520,-0.325], [0.029,0.944,0.278]
[2023-07-26 15:57:22.097922],[0.785,-0.096,-0.519,-0.325], [0.065,0.957,0.237]
[2023-07-26 15:57:22.198172],[0.785,-0.095,-0.519,-0.324], [0.064,0.945,0.290]
[2023-07-26 15:57:22.298418],[0.785,-0.094,-0.519,-0.324], [0.044,0.945,0.276]
[2023-07-26 15:57:22.398667],[0.785,-0.095,-0.520,-0.324], [0.041,0.949,0.301]
[2023-07-26 15:57:22.498928],[0.784,-0.095,-0.520,-0.324], [0.033,0.948,0.309]
[2023-07-26 15:57:22.599172],[0.783,-0.095,-0.523,-0.323], [0.098,0.953,0.234]
[2023-07-26 15:57:22.699424],[0.781,-0.095,-0.527,-0.323], [0.058,0.955,0.229]
[2023-07-26 15:57:22.799677],[0.778,-0.095,-0.529,-0.325], [0.049,0.960,0.275]
[2023-07-26 15:57:22.899924],[0.777,-0.094,-0.531,-0.325], [0.019,0.959,0.276]
[2023-07-26 15:57:23.000173],[0.776,-0.092,-0.532,-0.326], [-0.037,0.958,0.237]
[2023-07-26 15:57:23.100421],[0.774,-0.093,-0.534,-0.326], [0.022,0.952,0.267]
[2023-07-26 15:57:23.200671],[0.774,-0.093,-0.535,-0.326], [0.042,0.965,0.250]
[2023-07-26 15:57:23.300919],[0.772,-0.093,-0.537,-0.327], [0.019,0.953,0.303]
[2023-07-26 15:57:23.401165],[0.769,-0.094,-0.539,-0.330], [-0.000,0.950,0.306]
[2023-07-26 15:57:23.501739],[0.768,-0.094,-0.540,-0.331], [0.053,0.948,0.271]
[2023-07-26 15:57:23.602614],[0.764,-0.096,-0.544,-0.333], [0.036,0.963,0.304]
[2023-07-26 15:57:23.703471],[0.761,-0.096,-0.548,-0.334], [0.022,0.957,0.318]
[2023-07-26 15:57:23.803703],[0.759,-0.097,-0.550,-0.336], [-0.001,0.947,0.222]
[2023-07-26 15:57:23.903950],[0.757,-0.098,-0.551,-0.337], [0.019,0.957,0.265]
[2023-07-26 15:57:24.004197],[0.753,-0.100,-0.554,-0.341], [-0.005,0.959,0.218]
[2023-07-26 15:57:24.104444],[0.752,-0.101,-0.554,-0.342], [-0.021,0.942,0.249]
[2023-07-26 15:57:24.204689],[0.752,-0.101,-0.554,-0.343], [-0.024,0.948,0.241]
[2023-07-26 15:57:24.304940],[0.752,-0.101,-0.553,-0.343], [0.020,0.942,0.375]
[2023-07-26 15:57:24.405197],[0.753,-0.101,-0.552,-0.344], [0.052,0.953,0.274]
[2023-07-26 15:57:24.505437],[0.754,-0.100,-0.551,-0.345], [0.012,0.946,0.287]
[2023-07-26 15:57:24.605691],[0.754,-0.099,-0.550,-0.345], [-0.003,0.950,0.266]
[2023-07-26 15:57:24.705937],[0.754,-0.100,-0.550,-0.345], [-0.012,0.953,0.260]
[2023-07-26 15:57:24.806190],[0.754,-0.100,-0.549,-0.345], [-0.002,0.954,0.274]
[2023-07-26 15:57:24.906443],[0.754,-0.101,-0.549,-0.345], [0.003,0.948,0.334]
[2023-07-26 15:57:25.006692],[0.755,-0.101,-0.549,-0.346], [-0.013,0.946,0.266]
[2023-07-26 15:57:25.106941],[0.755,-0.102,-0.549,-0.345], [0.038,0.944,0.319]
[2023-07-26 15:57:25.207187],[0.755,-0.102,-0.549,-0.345], [0.032,0.952,0.344]
[2023-07-26 15:57:25.308444],[0.754,-0.102,-0.549,-0.346], [-0.020,0.951,0.255]
[2023-07-26 15:57:25.408690],[0.754,-0.102,-0.549,-0.346], [-0.011,0.956,0.299]
[2023-07-26 15:57:25.508938],[0.754,-0.102,-0.549,-0.345], [-0.023,0.947,0.242]
[2023-07-26 15:57:25.609187],[0.754,-0.103,-0.550,-0.346], [-0.000,0.949,0.254]
[2023-07-26 15:57:25.709440],[0.753,-0.103,-0.550,-0.345], [-0.006,0.953,0.309]
[2023-07-26 15:57:25.809685],[0.752,-0.104,-0.552,-0.345], [0.018,0.950,0.328]
[2023-07-26 15:57:25.909932],[0.752,-0.104,-0.551,-0.345], [0.001,0.945,0.257]
[2023-07-26 15:57:26.010182],[0.752,-0.104,-0.552,-0.345], [-0.018,0.945,0.255]
[2023-07-26 15:57:26.110432],[0.752,-0.105,-0.553,-0.345], [-0.007,0.942,0.267]
[2023-07-26 15:57:26.210681],[0.751,-0.105,-0.554,-0.344], [0.006,0.958,0.271]
[2023-07-26 15:57:26.310932],[0.750,-0.106,-0.555,-0.344], [-0.009,0.948,0.246]
[2023-07-26 15:57:26.411181],[0.750,-0.106,-0.554,-0.344], [-0.004,0.948,0.257]
[2023-07-26 15:57:26.511432],[0.750,-0.106,-0.555,-0.344], [0.009,0.949,0.292]
[2023-07-26 15:57:26.611684],[0.750,-0.106,-0.555,-0.344], [0.011,0.951,0.267]
[2023-07-26 15:57:26.711929],[0.752,-0.106,-0.552,-0.345], [0.053,0.961,0.290]
[2023-07-26 15:57:26.812179],[0.754,-0.104,-0.550,-0.345], [0.079,0.944,0.264]
[2023-07-26 15:57:26.912430],[0.755,-0.105,-0.548,-0.346], [0.003,0.951,0.354]
[2023-07-26 15:57:27.012675],[0.757,-0.105,-0.545,-0.346], [-0.018,0.936,0.291]
[2023-07-26 15:57:27.112922],[0.758,-0.103,-0.545,-0.343], [0.003,0.945,0.247]
[2023-07-26 15:57:27.213185],[0.760,-0.101,-0.544,-0.340], [0.010,0.967,0.280]
[2023-07-26 15:57:27.313430],[0.766,-0.099,-0.539,-0.336], [0.026,1.000,0.329]
[2023-07-26 15:57:27.413677],[0.774,-0.097,-0.532,-0.329], [0.066,0.941,0.180]
[2023-07-26 15:57:27.513925],[0.779,-0.095,-0.528,-0.324], [0.060,0.948,0.273]
[2023-07-26 15:57:27.614174],[0.782,-0.093,-0.525,-0.322], [0.071,0.941,0.244]
[2023-07-26 15:57:27.714421],[0.783,-0.092,-0.525,-0.321], [0.036,0.970,0.249]
[2023-07-26 15:57:27.814669],[0.784,-0.091,-0.524,-0.321], [0.020,0.959,0.250]
[2023-07-26 15:57:27.914916],[0.785,-0.090,-0.522,-0.320], [0.022,0.948,0.236]
[2023-07-26 15:57:28.015169],[0.786,-0.088,-0.521,-0.320], [0.029,0.957,0.243]
[2023-07-26 15:57:28.115414],[0.787,-0.087,-0.521,-0.319], [-0.025,0.972,0.251]
[2023-07-26 15:57:28.215671],[0.792,-0.082,-0.517,-0.315], [0.006,0.950,0.219]
[2023-07-26 15:57:28.315920],[0.792,-0.082,-0.517,-0.315], [0.003,0.961,0.188]
[2023-07-26 15:57:28.416168],[0.793,-0.081,-0.516,-0.315], [0.053,0.969,0.218]
[2023-07-26 15:57:28.516419],[0.798,-0.076,-0.511,-0.310], [0.076,0.961,0.234]
[2023-07-26 15:57:28.616667],[0.798,-0.079,-0.512,-0.309], [0.064,0.966,0.214]
[2023-07-26 15:57:28.716921],[0.797,-0.082,-0.514,-0.307], [0.044,0.950,0.225]
[2023-07-26 15:57:28.817174],[0.795,-0.082,-0.518,-0.306], [0.052,0.958,0.220]
[2023-07-26 15:57:28.917398],[0.788,-0.115,-0.508,-0.329], [0.107,0.968,0.377]
[2023-07-26 15:57:29.017644],[0.788,-0.115,-0.508,-0.329], [0.105,0.975,0.373]
[2023-07-26 15:57:29.117893],[0.782,-0.115,-0.510,-0.338], [0.014,1.043,0.347]
[2023-07-26 15:57:29.218145],[0.777,-0.109,-0.516,-0.344], [-0.057,1.011,0.274]
[2023-07-26 15:57:29.318392],[0.777,-0.109,-0.516,-0.344], [-0.046,1.011,0.265]
[2023-07-26 15:57:29.418643],[0.776,-0.108,-0.518,-0.343], [-0.021,0.991,0.263]
[2023-07-26 15:57:29.518888],[0.776,-0.108,-0.518,-0.342], [0.006,0.974,0.274]
[2023-07-26 15:57:29.619140],[0.782,-0.101,-0.520,-0.329], [0.048,0.933,0.275]
[2023-07-26 15:57:29.719390],[0.784,-0.101,-0.519,-0.325], [0.055,0.956,0.261]
[2023-07-26 15:57:29.819636],[0.786,-0.100,-0.516,-0.325], [0.034,0.962,0.265]
[2023-07-26 15:57:29.919884],[0.791,-0.099,-0.509,-0.325], [0.054,0.938,0.283]
[2023-07-26 15:57:30.020128],[0.793,-0.098,-0.506,-0.325], [0.064,0.956,0.264]
[2023-07-26 15:57:30.120375],[0.794,-0.096,-0.503,-0.328], [-0.004,0.955,0.272]
[2023-07-26 15:57:30.220621],[0.794,-0.095,-0.502,-0.329], [0.057,0.956,0.281]
[2023-07-26 15:57:30.320869],[0.793,-0.094,-0.503,-0.329], [0.025,0.958,0.233]
[2023-07-26 15:57:30.421115],[0.794,-0.094,-0.503,-0.330], [0.013,0.957,0.258]
[2023-07-26 15:57:30.521363],[0.793,-0.094,-0.503,-0.330], [-0.005,0.954,0.266]
[2023-07-26 15:57:30.621607],[0.793,-0.094,-0.503,-0.330], [0.009,0.961,0.283]
[2023-07-26 15:57:30.721854],[0.794,-0.094,-0.502,-0.330], [0.021,0.957,0.259]
[2023-07-26 15:57:30.822102],[0.794,-0.094,-0.502,-0.329], [0.032,0.949,0.258]
[2023-07-26 15:57:30.922349],[0.793,-0.095,-0.503,-0.331], [0.022,0.952,0.284]
[2023-07-26 15:57:31.022600],[0.794,-0.094,-0.503,-0.329], [0.033,0.939,0.257]
[2023-07-26 15:57:31.122847],[0.794,-0.094,-0.503,-0.329], [0.024,0.945,0.264]
[2023-07-26 15:57:31.223097],[0.794,-0.094,-0.503,-0.329], [0.021,0.953,0.257]
[2023-07-26 15:57:31.323354],[0.795,-0.096,-0.500,-0.330], [0.049,0.926,0.245]
[2023-07-26 15:57:31.423602],[0.690,-0.530,0.052,-0.490], [-0.248,-0.007,0.903]
[2023-07-26 15:57:32.493410],[0.694,-0.524,0.070,-0.490], [-0.336,-0.239,0.900]
[2023-07-26 15:57:32.593657],[0.720,-0.536,0.043,-0.439], [-0.210,0.056,1.033]
[2023-07-26 15:57:32.693906],[0.725,-0.555,0.038,-0.405], [-0.142,0.035,1.098]
[2023-07-26 15:57:32.794150],[0.727,-0.566,0.034,-0.387], [-0.035,0.004,1.055]
[2023-07-26 15:57:32.894397],[0.731,-0.567,0.043,-0.378], [-0.108,0.034,1.055]
[2023-07-26 15:57:32.994645],[0.732,-0.571,0.038,-0.371], [-0.068,0.015,1.033]
[2023-07-26 15:57:33.094900],[0.730,-0.574,0.026,-0.370], [-0.015,-0.000,1.043]
[2023-07-26 15:57:33.195147],[0.725,-0.574,0.016,-0.380], [-0.021,0.000,1.062]
[2023-07-26 15:57:33.295392],[0.716,-0.576,0.006,-0.395], [-0.011,-0.022,1.041]
[2023-07-26 15:57:33.395637],[0.713,-0.571,0.001,-0.407], [-0.087,0.007,1.012]
[2023-07-26 15:57:33.495915],[0.711,-0.568,-0.000,-0.415], [-0.132,-0.013,0.954]
[2023-07-26 15:57:33.596132],[0.712,-0.574,-0.014,-0.404], [-0.043,-0.135,1.298]
[2023-07-26 15:57:33.696378],[0.688,-0.524,-0.022,-0.502], [-0.192,0.014,1.053]
[2023-07-26 15:57:34.445005],[0.689,-0.528,-0.028,-0.495], [-0.256,0.118,1.025]
[2023-07-26 15:57:34.545251],[0.690,-0.533,-0.034,-0.488], [-0.152,0.021,0.968]
[2023-07-26 15:57:34.645496],[0.702,-0.541,-0.045,-0.461], [-0.123,-0.013,0.979]
[2023-07-26 15:57:34.745757],[0.708,-0.543,-0.028,-0.451], [-0.047,0.111,0.931]
[2023-07-26 15:57:34.846004],[0.709,-0.547,-0.016,-0.445], [-0.182,0.109,0.995]
[2023-07-26 15:57:34.946249],[0.705,-0.558,-0.017,-0.438], [-0.089,0.016,1.047]
[2023-07-26 15:57:35.046498],[0.705,-0.557,-0.012,-0.439], [-0.159,-0.003,1.052]
[2023-07-26 15:57:35.146744],[0.706,-0.555,-0.009,-0.440], [-0.150,0.016,1.029]
[2023-07-26 15:57:35.246992],[0.707,-0.553,-0.007,-0.441], [-0.149,0.017,1.032]
[2023-07-26 15:57:35.347239],[0.709,-0.551,-0.003,-0.440], [-0.118,0.013,1.051]
[2023-07-26 15:57:35.447486],[0.709,-0.552,-0.002,-0.438], [-0.128,0.035,0.998]
[2023-07-26 15:57:35.547733],[0.710,-0.553,-0.002,-0.436], [-0.162,0.038,0.994]
[2023-07-26 15:57:35.647979],[0.710,-0.556,-0.002,-0.432], [-0.117,0.026,1.011]
[2023-07-26 15:57:35.748224],[0.713,-0.553,-0.003,-0.430], [-0.013,0.048,1.124]
[2023-07-26 15:57:35.848475],[0.454,0.060,-0.554,0.695], [-0.222,0.055,1.110]
[2023-07-26 15:58:02.472815],[0.445,0.060,-0.558,0.698], [-0.194,-0.069,0.813]
[2023-07-26 15:58:02.573065],[0.427,0.070,-0.565,0.703], [-0.124,0.082,1.003]
[2023-07-26 15:58:02.673327],[0.421,0.071,-0.564,0.707], [-0.187,0.049,1.031]
[2023-07-26 15:58:02.773602],[0.421,0.073,-0.563,0.708], [-0.168,0.093,0.995]
[2023-07-26 15:58:02.873849],[0.429,0.066,-0.561,0.704], [-0.143,0.130,1.018]
[2023-07-26 15:58:02.974099],[0.441,0.065,-0.565,0.695], [-0.204,0.015,1.098]
