Time,w,x,y,z,ax,ay,az
2023-07-28T17:15:39.571901,0.9999938011169434,0.00042079066042788327,0.0033929159399122,-0.0008309284457936883,0.46337890625,0.04931640625,0.9990234375
2023-07-28T17:15:39.578899,0.9999938011169434,0.00042079066042788327,0.0033929159399122,-0.0008309284457936883,0.47216796875,0.0498046875,0.97998046875
2023-07-28T17:15:39.578899,0.9999765753746033,0.001052015577442944,0.006540326867252588,-0.0017212878447026014,0.47216796875,0.0498046875,0.97998046875
2023-07-28T17:15:39.586020,0.9999765753746033,0.001052015577442944,0.006540326867252588,-0.0017212878447026014,0.47119140625,0.05908203125,0.96240234375
2023-07-28T17:15:39.587017,0.9999483823776245,0.002152965869754553,0.009634003043174744,-0.002404207596555352,0.47119140625,0.05908203125,0.96240234375
2023-07-28T17:15:39.601209,0.9999483823776245,0.002152965869754553,0.009634003043174744,-0.002404207596555352,0.47119140625,0.1064453125,1.01220703125
2023-07-28T17:15:39.601209,0.9999054670333862,0.003452104749158025,0.01301068626344204,-0.002798877889290452,0.47119140625,0.1064453125,1.01220703125
2023-07-28T17:15:39.608134,0.9999054670333862,0.003452104749158025,0.01301068626344204,-0.002798877889290452,0.45166015625,0.1328125,1.07080078125
2023-07-28T17:15:39.609131,0.9998669624328613,0.005138702690601349,0.015164726413786411,-0.0030922775622457266,0.45166015625,0.1328125,1.07080078125
2023-07-28T17:15:39.616313,0.9998669624328613,0.005138702690601349,0.015164726413786411,-0.0030922775622457266,0.4638671875,0.1376953125,1.08984375
2023-07-28T17:15:39.616313,0.9998271465301514,0.0063905115239322186,0.01716126874089241,-0.0032114305067807436,0.4638671875,0.1376953125,1.08984375
2023-07-28T17:15:39.631333,0.9998271465301514,0.0063905115239322186,0.01716126874089241,-0.0032114305067807436,0.47900390625,0.12939453125,1.12353515625
2023-07-28T17:15:39.631333,0.9997822642326355,0.007685607764869928,0.01912749744951725,-0.003220947925001383,0.47900390625,0.12939453125,1.12353515625
2023-07-28T17:15:39.638828,0.9997822642326355,0.007685607764869928,0.01912749744951725,-0.003220947925001383,0.46435546875,0.130859375,1.14990234375
2023-07-28T17:15:39.638828,0.9997410178184509,0.009075749665498734,0.02062554843723774,-0.0031790544744580984,0.46435546875,0.130859375,1.14990234375
2023-07-28T17:15:39.646025,0.9997410178184509,0.009075749665498734,0.02062554843723774,-0.0031790544744580984,0.46484375,0.1171875,1.15869140625
2023-07-28T17:15:39.647021,0.9997073411941528,0.010680057108402252,0.02148258686065674,-0.003114760387688875,0.46484375,0.1171875,1.15869140625
2023-07-28T17:15:39.661130,0.9997073411941528,0.010680057108402252,0.02148258686065674,-0.003114760387688875,0.45703125,0.10791015625,1.13916015625
2023-07-28T17:15:39.662127,0.9996888041496277,0.012678753584623337,0.021267356351017952,-0.0030427349265664816,0.45703125,0.10791015625,1.13916015625
2023-07-28T17:15:39.669129,0.9996888041496277,0.012678753584623337,0.021267356351017952,-0.0030427349265664816,0.443359375,0.1123046875,1.08984375
2023-07-28T17:15:39.669129,0.9996885061264038,0.014797065407037735,0.019856030121445656,-0.003105698386207223,0.443359375,0.1123046875,1.08984375
2023-07-28T17:15:39.676137,0.9996885061264038,0.014797065407037735,0.019856030121445656,-0.003105698386207223,0.431640625,0.09423828125,1.02880859375
2023-07-28T17:15:39.678132,0.9996899366378784,0.016988055780529976,0.017903925850987434,-0.003299216041341424,0.431640625,0.09423828125,1.02880859375
2023-07-28T17:15:39.691120,0.9996899366378784,0.016988055780529976,0.017903925850987434,-0.003299216041341424,0.45166015625,0.09619140625,0.93896484375
2023-07-28T17:15:39.692117,0.9996838569641113,0.018908366560935974,0.016224155202507973,-0.003362132702022791,0.45166015625,0.09619140625,0.93896484375
2023-07-28T17:15:39.699158,0.9996838569641113,0.018908366560935974,0.016224155202507973,-0.003362132702022791,0.482421875,0.12158203125,0.91455078125
2023-07-28T17:15:39.700155,0.999677300453186,0.020129624754190445,0.015186058357357979,-0.003071218729019165,0.482421875,0.12158203125,0.91455078125
2023-07-28T17:15:39.705713,0.999677300453186,0.020129624754190445,0.015186058357357979,-0.003071218729019165,0.453125,0.11572265625,0.90625
2023-07-28T17:15:39.706717,0.9996702075004578,0.02116471901535988,0.014295506291091442,-0.002678360790014267,0.453125,0.11572265625,0.90625
2023-07-28T17:15:39.714212,0.9996702075004578,0.02116471901535988,0.014295506291091442,-0.002678360790014267,0.44287109375,0.10791015625,0.8828125
2023-07-28T17:15:39.721701,0.9996705651283264,0.021991636604070663,0.013069195672869682,-0.0020632436498999596,0.44287109375,0.10791015625,0.8828125
2023-07-28T17:15:39.728706,0.9996705651283264,0.021991636604070663,0.013069195672869682,-0.0020632436498999596,0.43798828125,0.11962890625,0.93017578125
2023-07-28T17:15:39.729701,0.9996660351753235,0.02266838029026985,0.01233536284416914,-0.0013247460592538118,0.43798828125,0.11962890625,0.93017578125
2023-07-28T17:15:39.735422,0.9996660351753235,0.02266838029026985,0.01233536284416914,-0.0013247460592538118,0.43408203125,0.115234375,0.96044921875
2023-07-28T17:15:39.743895,0.9996607303619385,0.023027637973427773,0.01214844174683094,-0.0007700126152485609,0.43408203125,0.115234375,0.96044921875
2023-07-28T17:15:39.743895,0.9996607303619385,0.023027637973427773,0.01214844174683094,-0.0007700126152485609,0.43017578125,0.11572265625,0.96435546875
2023-07-28T17:15:39.745032,0.9996621012687683,0.023030567914247513,0.012042728252708912,-0.0005250091780908406,0.43017578125,0.11572265625,0.96435546875
