Time,Quaternions, Accelaration 
[2023-07-26 15:37:08.366080],[0.974,0.004,0.033,-0.224], [-0.444,0.131,0.917]
[2023-07-26 15:37:08.476277],[0.974,0.004,0.033,-0.224], [-0.435,0.139,0.911]
[2023-07-26 15:37:08.586433],[0.974,0.005,0.033,-0.224], [-0.441,0.137,0.912]
[2023-07-26 15:37:08.695929],[0.974,0.005,0.033,-0.224], [-0.436,0.140,0.908]
[2023-07-26 15:37:08.805588],[0.974,0.005,0.033,-0.224], [-0.432,0.142,0.910]
[2023-07-26 15:37:08.915658],[0.974,0.005,0.032,-0.224], [-0.450,0.140,0.917]
[2023-07-26 15:37:09.024882],[0.974,0.005,0.032,-0.224], [-0.453,0.137,0.928]
[2023-07-26 15:37:09.135963],[0.974,0.005,0.032,-0.224], [-0.472,0.130,0.927]
[2023-07-26 15:37:09.246077],[0.974,0.005,0.032,-0.223], [-0.470,0.123,0.939]
[2023-07-26 15:37:09.355150],[0.974,0.005,0.032,-0.223], [-0.468,0.124,0.935]
[2023-07-26 15:37:09.466189],[0.974,0.005,0.032,-0.223], [-0.473,0.122,0.945]
[2023-07-26 15:37:09.575938],[0.974,0.005,0.031,-0.223], [-0.437,0.133,0.918]
[2023-07-26 15:37:09.684659],[0.974,0.005,0.031,-0.223], [-0.446,0.131,0.919]
[2023-07-26 15:37:09.794906],[0.974,0.005,0.031,-0.223], [-0.433,0.135,0.914]
[2023-07-26 15:37:09.903989],[0.974,0.005,0.031,-0.223], [-0.424,0.140,0.910]
[2023-07-26 15:37:10.012778],[0.974,0.005,0.031,-0.222], [-0.436,0.146,0.917]
[2023-07-26 15:37:10.120193],[0.974,0.005,0.031,-0.223], [-0.432,0.145,0.912]
[2023-07-26 15:37:10.224665],[0.974,0.005,0.030,-0.222], [-0.427,0.147,0.915]
[2023-07-26 15:37:10.332647],[0.974,0.005,0.030,-0.222], [-0.431,0.148,0.915]
[2023-07-26 15:37:10.440865],[0.974,0.004,0.030,-0.223], [-0.442,0.144,0.921]
[2023-07-26 15:37:10.548992],[0.974,0.004,0.030,-0.222], [-0.448,0.141,0.923]
[2023-07-26 15:37:10.657706],[0.975,0.004,0.029,-0.222], [-0.468,0.131,0.931]
[2023-07-26 15:37:10.767535],[0.975,0.004,0.029,-0.222], [-0.462,0.132,0.926]
[2023-07-26 15:37:10.876777],[0.975,0.005,0.029,-0.222], [-0.451,0.133,0.918]
[2023-07-26 15:37:10.984366],[0.975,0.004,0.029,-0.222], [-0.454,0.131,0.927]
[2023-07-26 15:37:11.093428],[0.975,0.004,0.029,-0.222], [-0.443,0.137,0.915]
[2023-07-26 15:37:11.201798],[0.975,0.005,0.028,-0.222], [-0.441,0.137,0.913]
[2023-07-26 15:37:11.311895],[0.975,0.005,0.028,-0.222], [-0.444,0.139,0.920]
[2023-07-26 15:37:11.421719],[0.975,0.005,0.028,-0.222], [-0.446,0.142,0.920]
[2023-07-26 15:37:11.529715],[0.975,0.005,0.028,-0.222], [-0.443,0.142,0.915]
[2023-07-26 15:37:11.639008],[0.975,0.005,0.028,-0.222], [-0.446,0.142,0.921]
[2023-07-26 15:37:11.748752],[0.975,0.005,0.028,-0.222], [-0.452,0.143,0.920]
[2023-07-26 15:37:11.858833],[0.975,0.005,0.028,-0.222], [-0.458,0.139,0.931]
[2023-07-26 15:37:11.968207],[0.975,0.005,0.027,-0.222], [-0.454,0.142,0.923]
[2023-07-26 15:37:12.077000],[0.975,0.005,0.027,-0.222], [-0.450,0.139,0.917]
[2023-07-26 15:37:12.184999],[0.975,0.005,0.027,-0.222], [-0.436,0.144,0.910]
[2023-07-26 15:37:12.292101],[0.975,0.005,0.027,-0.221], [-0.435,0.150,0.910]
[2023-07-26 15:37:12.400996],[0.975,0.005,0.027,-0.222], [-0.439,0.145,0.915]
[2023-07-26 15:37:12.507382],[0.975,0.005,0.027,-0.222], [-0.449,0.148,0.919]
[2023-07-26 15:37:12.614295],[0.975,0.005,0.026,-0.221], [-0.440,0.151,0.920]
[2023-07-26 15:37:12.722762],[0.975,0.005,0.026,-0.221], [-0.438,0.151,0.913]
[2023-07-26 15:37:12.832309],[0.975,0.005,0.026,-0.222], [-0.454,0.148,0.926]
[2023-07-26 15:37:12.940816],[0.975,0.005,0.026,-0.221], [-0.459,0.140,0.928]
[2023-07-26 15:37:13.048838],[0.975,0.005,0.025,-0.221], [-0.453,0.141,0.923]
[2023-07-26 15:37:13.157388],[0.975,0.005,0.025,-0.221], [-0.453,0.144,0.917]
[2023-07-26 15:37:13.265720],[0.975,0.005,0.025,-0.221], [-0.453,0.142,0.921]
[2023-07-26 15:37:13.374430],[0.975,0.005,0.025,-0.220], [-0.440,0.148,0.916]
[2023-07-26 15:37:13.484354],[0.975,0.004,0.024,-0.219], [-0.443,0.152,0.917]
[2023-07-26 15:37:13.594458],[0.975,0.004,0.025,-0.219], [-0.449,0.145,0.918]
[2023-07-26 15:37:13.704309],[0.976,0.004,0.025,-0.218], [-0.444,0.150,0.912]
[2023-07-26 15:37:13.814861],[0.976,0.002,0.025,-0.215], [-0.456,0.145,0.924]
[2023-07-26 15:37:13.922848],[0.977,0.002,0.026,-0.211], [-0.450,0.148,0.921]
[2023-07-26 15:37:14.033780],[0.978,0.002,0.027,-0.206], [-0.460,0.142,0.924]
[2023-07-26 15:37:14.141971],[0.979,0.003,0.030,-0.201], [-0.456,0.153,0.908]
[2023-07-26 15:37:14.251078],[0.980,0.002,0.031,-0.195], [-0.458,0.156,0.915]
[2023-07-26 15:37:14.359398],[0.982,0.001,0.032,-0.188], [-0.452,0.166,0.911]
[2023-07-26 15:37:14.469371],[0.983,-0.001,0.033,-0.180], [-0.447,0.161,0.904]
[2023-07-26 15:37:14.579216],[0.984,-0.003,0.032,-0.173], [-0.442,0.172,0.926]
[2023-07-26 15:37:14.687918],[0.985,-0.003,0.034,-0.167], [-0.442,0.176,0.910]
[2023-07-26 15:37:14.796917],[0.986,-0.004,0.035,-0.164], [-0.437,0.171,0.920]
[2023-07-26 15:37:14.906358],[0.985,0.003,0.035,-0.171], [-0.442,0.173,0.920]
[2023-07-26 15:37:15.014984],[0.982,0.012,0.037,-0.184], [-0.487,0.192,0.870]
[2023-07-26 15:37:15.123980],[0.980,0.013,0.031,-0.194], [-0.438,0.179,0.917]
[2023-07-26 15:37:15.232314],[0.978,0.016,0.026,-0.207], [-0.460,0.188,0.891]
[2023-07-26 15:37:15.342895],[0.975,0.013,0.016,-0.222], [-0.453,0.160,0.918]
[2023-07-26 15:37:15.451905],[0.973,0.011,0.007,-0.231], [-0.422,0.156,0.926]
[2023-07-26 15:37:15.559569],[0.971,0.009,0.003,-0.239], [-0.439,0.141,0.931]
[2023-07-26 15:37:15.668807],[0.971,0.009,0.001,-0.241], [-0.421,0.149,0.923]
[2023-07-26 15:37:15.784162],[0.972,0.008,0.002,-0.236], [-0.441,0.137,0.919]
[2023-07-26 15:37:15.888087],[0.974,0.008,0.005,-0.225], [-0.442,0.159,0.915]
[2023-07-26 15:37:15.993635],[0.978,0.003,0.009,-0.209], [-0.413,0.173,0.913]
[2023-07-26 15:37:16.103410],[0.982,-0.004,0.012,-0.187], [-0.417,0.157,0.930]
[2023-07-26 15:37:16.216252],[0.986,-0.009,0.014,-0.166], [-0.394,0.183,0.944]
[2023-07-26 15:37:16.318796],[0.988,-0.011,0.018,-0.151], [-0.417,0.197,0.922]
[2023-07-26 15:37:16.430966],[0.990,-0.013,0.019,-0.139], [-0.388,0.185,0.924]
[2023-07-26 15:37:16.535471],[0.990,-0.014,0.018,-0.136], [-0.381,0.173,0.948]
[2023-07-26 15:37:16.638346],[0.989,-0.009,0.019,-0.146], [-0.403,0.192,0.925]
[2023-07-26 15:37:16.744044],[0.986,-0.001,0.018,-0.166], [-0.413,0.180,0.920]
[2023-07-26 15:37:16.855663],[0.982,0.003,-0.000,-0.191], [-0.438,0.216,0.901]
[2023-07-26 15:37:16.957759],[0.978,0.001,-0.011,-0.208], [-0.387,0.170,0.956]
[2023-07-26 15:37:17.072042],[0.973,0.004,-0.020,-0.228], [-0.382,0.147,0.946]
[2023-07-26 15:37:17.187049],[0.971,0.006,-0.023,-0.240], [-0.402,0.160,0.941]
[2023-07-26 15:37:17.298077],[0.970,0.006,-0.025,-0.243], [-0.399,0.149,0.949]
[2023-07-26 15:37:17.412977],[0.972,0.003,-0.023,-0.235], [-0.404,0.150,0.962]
[2023-07-26 15:37:17.523300],[0.976,0.003,-0.017,-0.215], [-0.407,0.171,0.932]
[2023-07-26 15:37:17.633006],[0.982,-0.001,-0.015,-0.187], [-0.341,0.202,0.940]
[2023-07-26 15:37:17.743405],[0.988,-0.009,-0.011,-0.157], [-0.365,0.196,0.952]
[2023-07-26 15:37:17.849989],[0.990,-0.010,-0.007,-0.142], [-0.357,0.200,0.939]
[2023-07-26 15:37:17.952671],[0.991,-0.009,-0.001,-0.130], [-0.363,0.208,0.937]
[2023-07-26 15:37:18.061644],[0.991,-0.007,-0.001,-0.132], [-0.363,0.208,0.944]
[2023-07-26 15:37:18.174323],[0.989,-0.001,-0.003,-0.147], [-0.362,0.203,0.937]
[2023-07-26 15:37:18.277316],[0.985,0.005,-0.005,-0.171], [-0.403,0.214,0.927]
[2023-07-26 15:37:18.381355],[0.980,0.010,-0.010,-0.196], [-0.428,0.210,0.924]
[2023-07-26 15:37:18.493764],[0.976,0.012,-0.015,-0.219], [-0.392,0.163,0.935]
[2023-07-26 15:37:18.603389],[0.971,0.013,-0.021,-0.236], [-0.398,0.176,0.936]
[2023-07-26 15:37:18.716226],[0.969,0.014,-0.024,-0.247], [-0.423,0.158,0.942]
[2023-07-26 15:37:18.818898],[0.968,0.014,-0.026,-0.248], [-0.418,0.179,0.944]
[2023-07-26 15:37:18.925051],[0.971,0.011,-0.025,-0.239], [-0.421,0.161,0.942]
[2023-07-26 15:37:19.035605],[0.976,0.007,-0.022,-0.218], [-0.382,0.181,0.947]
[2023-07-26 15:37:19.138039],[0.981,0.001,-0.018,-0.195], [-0.379,0.188,0.951]
[2023-07-26 15:37:19.243727],[0.985,-0.004,-0.012,-0.172], [-0.375,0.193,0.959]
[2023-07-26 15:37:19.346708],[0.988,-0.003,-0.005,-0.157], [-0.401,0.203,0.922]
[2023-07-26 15:37:19.452225],[0.989,-0.003,-0.003,-0.146], [-0.368,0.208,0.947]
[2023-07-26 15:37:19.557025],[0.990,-0.001,-0.001,-0.143], [-0.376,0.216,0.924]
[2023-07-26 15:37:19.668940],[0.988,0.003,-0.002,-0.153], [-0.385,0.209,0.937]
[2023-07-26 15:37:19.772709],[0.986,0.008,-0.006,-0.169], [-0.410,0.222,0.924]
[2023-07-26 15:37:19.876043],[0.982,0.013,-0.024,-0.187], [-0.379,0.224,0.919]
[2023-07-26 15:37:19.985263],[0.978,0.015,-0.032,-0.204], [-0.398,0.201,0.924]
[2023-07-26 15:37:20.103659],[0.975,0.014,-0.040,-0.218], [-0.373,0.202,0.952]
[2023-07-26 15:37:20.216127],[0.973,0.012,-0.048,-0.227], [-0.366,0.192,0.960]
[2023-07-26 15:37:20.328876],[0.973,0.009,-0.049,-0.226], [-0.368,0.186,0.964]
[2023-07-26 15:37:20.432323],[0.975,0.007,-0.045,-0.217], [-0.363,0.177,0.966]
[2023-07-26 15:37:20.536552],[0.979,0.007,-0.038,-0.202], [-0.351,0.197,0.951]
[2023-07-26 15:37:20.638226],[0.983,0.006,-0.029,-0.183], [-0.357,0.221,0.955]
[2023-07-26 15:37:20.753149],[0.986,0.007,-0.018,-0.164], [-0.369,0.229,0.918]
[2023-07-26 15:37:20.854763],[0.989,0.003,-0.012,-0.145], [-0.379,0.219,0.940]
[2023-07-26 15:37:20.962147],[0.991,0.002,-0.005,-0.131], [-0.379,0.232,0.930]
[2023-07-26 15:37:21.071970],[0.992,0.002,-0.001,-0.127], [-0.383,0.243,0.936]
[2023-07-26 15:37:21.181341],[0.991,0.003,-0.000,-0.133], [-0.374,0.238,0.932]
[2023-07-26 15:37:21.289627],[0.989,0.006,-0.001,-0.146], [-0.393,0.236,0.910]
[2023-07-26 15:37:21.398717],[0.986,0.003,-0.014,-0.165], [-0.378,0.259,0.944]
[2023-07-26 15:37:21.506338],[0.980,-0.028,-0.043,-0.194], [-0.336,0.194,1.044]
[2023-07-26 15:37:21.612767],[0.971,-0.086,-0.101,-0.201], [-0.235,0.060,0.933]
[2023-07-26 15:37:21.722656],[0.963,-0.111,-0.113,-0.219], [-0.121,-0.084,0.961]
[2023-07-26 15:37:21.831019],[0.959,-0.102,-0.119,-0.237], [-0.148,0.021,1.042]
[2023-07-26 15:37:21.939176],[0.960,-0.105,-0.117,-0.231], [-0.277,0.003,0.984]
[2023-07-26 15:37:22.046764],[0.961,-0.108,-0.118,-0.226], [-0.174,-0.020,1.080]
[2023-07-26 15:37:22.155016],[0.962,-0.109,-0.109,-0.226], [-0.199,-0.007,1.044]
[2023-07-26 15:37:22.266121],[0.962,-0.110,-0.109,-0.226], [-0.211,-0.010,1.022]
[2023-07-26 15:37:22.373963],[0.961,-0.110,-0.109,-0.228], [-0.194,-0.005,1.017]
[2023-07-26 15:37:22.482707],[0.961,-0.110,-0.103,-0.230], [-0.221,-0.022,0.986]
[2023-07-26 15:37:22.592481],[0.962,-0.107,-0.103,-0.230], [-0.161,0.004,1.092]
[2023-07-26 15:37:22.702404],[0.960,-0.107,-0.097,-0.241], [-0.337,-0.021,1.016]
[2023-07-26 15:37:22.811180],[0.962,-0.121,-0.102,-0.224], [-0.216,-0.017,1.008]
[2023-07-26 15:37:22.921704],[0.963,-0.123,-0.094,-0.220], [-0.268,-0.030,0.998]
[2023-07-26 15:37:23.028951],[0.964,-0.126,-0.098,-0.214], [-0.171,-0.009,1.115]
[2023-07-26 15:37:23.129251],[0.965,-0.126,-0.112,-0.201], [-0.191,-0.037,1.016]
[2023-07-26 15:37:23.238751],[0.965,-0.129,-0.113,-0.198], [-0.210,-0.020,0.954]
[2023-07-26 15:37:23.347414],[0.966,-0.121,-0.113,-0.200], [-0.072,-0.006,1.077]
[2023-07-26 15:37:23.456848],[0.972,-0.104,-0.075,-0.199], [-0.135,0.216,1.099]
[2023-07-26 15:37:23.566163],[0.971,-0.104,-0.063,-0.205], [-0.308,0.053,0.904]
[2023-07-26 15:37:23.675049],[0.967,-0.122,-0.091,-0.204], [-0.300,-0.057,0.961]
[2023-07-26 15:37:23.785292],[0.964,-0.136,-0.115,-0.199], [-0.092,-0.092,0.991]
[2023-07-26 15:37:23.895153],[0.961,-0.139,-0.129,-0.203], [-0.135,-0.175,1.125]
[2023-07-26 15:37:24.005246],[0.960,-0.128,-0.137,-0.209], [-0.186,-0.040,1.113]
